Iteration	expected_value	risk	lambda
30	7831.353	3288.101	0.160
31	8530.294	4232.108	0.160
32	8151.135	3704.960	0.160
33	7905.275	4341.015	0.160
34	7770.992	4408.691	0.160
35	6925.855	4228.514	0.160
36	7175.264	3775.320	0.160
37	6669.549	3602.718	0.160
38	7099.149	3739.459	0.160
39	7894.014	4416.050	0.160
40	7639.417	4035.943	0.160
41	7527.941	3547.106	0.160
42	7819.939	3510.378	0.160
43	8095.979	4039.090	0.160
44	7954.380	3470.493	0.160
45	8408.478	4314.813	0.160
46	8395.810	4339.580	0.160
47	7703.321	4023.933	0.160
48	7578.151	3440.581	0.160
49	7843.852	4138.333	0.160
1	10010.187	4693.905	0.180
2	9377.050	4837.937	0.180
3	9470.475	4199.390	0.180
4	8768.831	4940.038	0.180
5	8883.895	4247.141	0.180
6	9101.896	4337.293	0.180
7	9103.947	4239.514	0.180
8	9625.525	5621.426	0.180
9	9025.806	4224.930	0.180
10	8329.107	3855.036	0.180
11	8851.570	3803.417	0.180
12	8725.973	4421.017	0.180
13	9099.344	3871.128	0.180
14	9605.404	3922.235	0.180
15	8188.954	3570.138	0.180
16	8749.843	3638.852	0.180
17	7666.514	3757.159	0.180
18	8333.330	3754.367	0.180
19	7391.579	2878.607	0.180
20	8088.278	3174.555	0.180
21	7812.205	3738.896	0.180
22	8342.100	3401.302	0.180
23	7905.099	4142.779	0.180
24	8781.481	3695.035	0.180
25	8375.560	3968.851	0.180
26	8864.429	3997.381	0.180
27	9830.340	4562.237	0.180
28	8539.050	3802.098	0.180
29	9405.726	4125.427	0.180
30	8958.532	4012.084	0.180
31	9785.489	4887.300	0.180
32	8767.785	3386.378	0.180
33	8724.907	3881.390	0.180
34	9074.880	4211.614	0.180
35	8458.469	4132.080	0.180
36	9155.168	4415.596	0.180
37	9780.730	5304.713	0.180
38	8468.047	3805.854	0.180
39	9150.269	4779.269	0.180
40	9047.783	4198.952	0.180
41	8484.780	3984.315	0.180
42	8669.642	3279.485	0.180
43	9107.434	3963.181	0.180
44	9126.606	4037.103	0.180
45	8308.130	3611.035	0.180
46	7920.386	3172.139	0.180
47	8204.549	4038.629	0.180
48	8086.051	3269.470	0.180
49	7461.685	3176.589	0.180
1	11122.430	4579.420	0.200
2	10418.944	4719.939	0.200
3	10522.749	4096.966	0.200
4	9743.145	4819.550	0.200
5	9870.995	4143.552	0.200
6	10113.218	4231.505	0.200
7	10115.496	4136.111	0.200
8	10695.027	5484.318	0.200
9	10028.673	4121.883	0.200
10	9254.564	3761.011	0.200
11	9835.078	3710.651	0.200
12	9695.526	4313.188	0.200
13	10110.382	3776.710	0.200
14	10672.671	3826.571	0.200
15	9098.838	3483.061	0.200
16	9722.048	3550.100	0.200
17	8518.349	3665.521	0.200
18	9259.255	3662.797	0.200
19	8212.866	2808.398	0.200
20	8986.975	3097.127	0.200
21	8680.228	3647.703	0.200
22	9269.000	3318.343	0.200
23	8783.444	4041.736	0.200
24	9757.201	3604.912	0.200
25	9306.178	3872.050	0.200
26	9849.365	3899.884	0.200
27	10922.600	4450.963	0.200
28	9487.833	3709.364	0.200
29	10450.806	4024.807	0.200
30	9953.924	3914.228	0.200
31	10872.765	4768.098	0.200
32	9741.983	3303.783	0.200
33	9694.341	3786.722	0.200
34	10083.200	4108.892	0.200
35	9398.299	4031.297	0.200
36	10172.409	4307.898	0.200
37	10867.477	5175.329	0.200
38	9408.941	3713.029	0.200
39	10166.966	4662.701	0.200
40	10053.093	4096.538	0.200
41	9427.534	3887.137	0.200
42	9632.935	3199.497	0.200
43	10119.371	3866.518	0.200
44	10140.673	3938.637	0.200
45	9231.256	3522.961	0.200
46	8800.428	3094.769	0.200
47	9116.165	3940.126	0.200
48	8984.501	3189.727	0.200
49	8290.761	3099.111	0.200
1	12234.673	4464.934	0.220
2	11460.839	4601.940	0.220
3	11575.024	3994.542	0.220
4	10717.460	4699.061	0.220
5	10858.094	4039.963	0.220
6	11124.540	4125.718	0.220
7	11127.046	4032.708	0.220
8	11764.530	5347.210	0.220
9	11031.541	4018.836	0.220
10	10180.020	3666.986	0.220
11	10818.585	3617.884	0.220
12	10665.079	4205.358	0.220
13	11121.420	3682.292	0.220
14	11739.938	3730.907	0.220
15	10008.722	3395.985	0.220
16	10694.253	3461.347	0.220
17	9370.184	3573.883	0.220
18	10185.181	3571.228	0.220
19	9034.152	2738.188	0.220
20	9885.673	3019.698	0.220
21	9548.251	3556.511	0.220
22	10195.900	3235.385	0.220
23	9661.788	3940.692	0.220
24	10732.921	3514.789	0.220
25	10236.796	3775.249	0.220
26	10834.302	3802.386	0.220
27	12014.860	4339.689	0.220
28	10436.617	3616.630	0.220
29	11495.887	3924.187	0.220
30	10949.316	3816.373	0.220
31	11960.042	4648.895	0.220
32	10716.181	3221.188	0.220
33	10663.776	3692.054	0.220
34	11091.520	4006.170	0.220
35	10338.129	3930.515	0.220
36	11189.650	4200.201	0.220
37	11954.225	5045.946	0.220
38	10349.836	3620.203	0.220
39	11183.662	4546.134	0.220
40	11058.402	3994.125	0.220
41	10370.287	3789.959	0.220
42	10596.229	3119.510	0.220
43	11131.309	3769.855	0.220
44	11154.741	3840.171	0.220
45	10154.381	3434.887	0.220
46	9680.471	3017.400	0.220
47	10027.782	3841.623	0.220
48	9882.951	3109.984	0.220
49	9119.837	3021.633	0.220
