Iteration	expexted_value	risk	lambda
43	15224.479	1967.214	0.340
44	15224.479	1967.214	0.340
45	15224.479	1967.214	0.340
46	15224.479	1967.214	0.340
47	15224.479	1967.214	0.340
48	15224.479	1967.214	0.340
49	15224.479	1967.214	0.340
1	14763.690	2105.322	0.360
2	13885.297	1706.323	0.360
3	14255.111	1792.792	0.360
4	14380.577	1947.634	0.360
5	14492.307	1798.479	0.360
6	15228.250	2276.223	0.360
7	15752.985	1925.439	0.360
8	16075.504	1981.858	0.360
9	15095.428	1949.108	0.360
10	15062.140	2373.854	0.360
11	15062.140	2373.854	0.360
12	15845.515	2445.456	0.360
13	15255.004	1861.931	0.360
14	15255.004	1861.931	0.360
15	15753.934	1858.101	0.360
16	15753.934	1858.101	0.360
17	15753.934	1858.101	0.360
18	15403.536	2015.456	0.360
19	15471.285	1926.043	0.360
20	15099.354	1944.031	0.360
21	16477.502	1853.362	0.360
22	15812.869	1891.746	0.360
23	17440.336	2034.543	0.360
24	16120.036	1907.602	0.360
25	16120.036	1907.602	0.360
26	16120.036	1907.602	0.360
27	16120.036	1907.602	0.360
28	16120.036	1907.602	0.360
29	16120.036	1907.602	0.360
30	16120.036	1907.602	0.360
31	16120.036	1907.602	0.360
32	16120.036	1907.602	0.360
33	16120.036	1907.602	0.360
34	16120.036	1907.602	0.360
35	16120.036	1907.602	0.360
36	16120.036	1907.602	0.360
37	16120.036	1907.602	0.360
38	16120.036	1907.602	0.360
39	16120.036	1907.602	0.360
40	16120.036	1907.602	0.360
41	16120.036	1907.602	0.360
42	16120.036	1907.602	0.360
43	16120.036	1907.602	0.360
44	16120.036	1907.602	0.360
45	16120.036	1907.602	0.360
46	16120.036	1907.602	0.360
47	16120.036	1907.602	0.360
48	16120.036	1907.602	0.360
49	16120.036	1907.602	0.360
1	15583.895	2039.530	0.380
2	14656.702	1653.000	0.380
3	15047.061	1736.767	0.380
4	15179.498	1886.771	0.380
5	15297.435	1742.276	0.380
6	16074.264	2205.091	0.380
7	16628.151	1865.269	0.380
8	16968.587	1919.925	0.380
9	15934.063	1888.198	0.380
10	15898.926	2299.671	0.380
11	15898.926	2299.671	0.380
12	16725.821	2369.035	0.380
13	16102.504	1803.746	0.380
14	16102.504	1803.746	0.380
15	16629.153	1800.036	0.380
16	16629.153	1800.036	0.380
17	16629.153	1800.036	0.380
18	16259.288	1952.473	0.380
19	16330.800	1865.854	0.380
20	15938.207	1883.280	0.380
21	17392.919	1795.444	0.380
22	16691.362	1832.629	0.380
23	18409.244	1970.964	0.380
24	17015.594	1847.989	0.380
25	16963.573	1811.157	0.380
26	18697.410	2047.667	0.380
27	18463.552	1857.003	0.380
28	18463.552	1857.003	0.380
29	18463.552	1857.003	0.380
30	19272.585	2052.959	0.380
31	18069.441	1915.046	0.380
32	18069.441	1915.046	0.380
33	17303.760	1808.341	0.380
34	17303.760	1808.341	0.380
35	17303.760	1808.341	0.380
36	17303.760	1808.341	0.380
37	17303.760	1808.341	0.380
38	17303.760	1808.341	0.380
39	17756.342	2004.463	0.380
40	19415.939	2010.608	0.380
41	19862.946	2381.738	0.380
42	20804.198	2295.839	0.380
43	20804.198	2295.839	0.380
44	20804.198	2295.839	0.380
45	20804.198	2295.839	0.380
46	20804.198	2295.839	0.380
47	20804.198	2295.839	0.380
48	20804.198	2295.839	0.380
49	20804.198	2295.839	0.380
1	16404.101	1973.739	0.400
2	15428.108	1599.678	0.400
3	15839.012	1680.743	0.400
4	15978.419	1825.907	0.400
5	16102.564	1686.074	0.400
6	16920.278	2133.959	0.400
7	17503.316	1805.099	0.400
8	17861.671	1857.992	0.400
9	16772.697	1827.289	0.400
10	16735.711	2225.488	0.400
11	16735.711	2225.488	0.400
12	17606.128	2292.615	0.400
13	16950.005	1745.560	0.400
14	16950.005	1745.560	0.400
15	17504.371	1741.970	0.400
16	17504.371	1741.970	0.400
17	17504.371	1741.970	0.400
18	17115.040	1889.490	0.400
19	17190.316	1805.665	0.400
20	16777.060	1822.529	0.400
21	18308.336	1737.527	0.400
22	17569.855	1773.512	0.400
23	19378.151	1907.384	0.400
24	17911.151	1788.377	0.400
25	17856.392	1752.733	0.400
26	19681.484	1981.613	0.400
27	19435.318	1797.100	0.400
28	19435.318	1797.100	0.400
29	19435.318	1797.100	0.400
30	20286.931	1986.734	0.400
31	19020.464	1853.271	0.400
32	19020.464	1853.271	0.400
33	18214.484	1750.007	0.400
34	18214.484	1750.007	0.400
35	18214.484	1750.007	0.400
36	18214.484	1750.007	0.400
37	18214.484	1750.007	0.400
38	18214.484	1750.007	0.400
39	18690.887	1939.803	0.400
40	20437.831	1945.750	0.400
41	20908.364	2304.907	0.400
42	21899.156	2221.780	0.400
43	21899.156	2221.780	0.400
44	21899.156	2221.780	0.400
45	21899.156	2221.780	0.400
46	21899.156	2221.780	0.400
47	21899.156	2221.780	0.400
48	21899.156	2221.780	0.400
49	21899.156	2221.780	0.400
1	17224.306	1907.948	0.420
2	16199.513	1546.355	0.420
3	16630.963	1624.718	0.420
4	16777.340	1765.044	0.420
5	16907.692	1629.871	0.420
6	17766.292	2062.827	0.420
7	18378.482	1744.929	0.420
8	18754.755	1796.059	0.420
9	17611.332	1766.379	0.420
10	17572.497	2151.305	0.420
11	17572.497	2151.305	0.420
12	18486.434	2216.194	0.420
13	17797.505	1687.375	0.420
14	17797.505	1687.375	0.420
15	18379.590	1683.904	0.420
16	18379.590	1683.904	0.420
17	18379.590	1683.904	0.420
18	17970.792	1826.507	0.420
19	18049.832	1745.476	0.420
20	17615.913	1761.778	0.420
21	19223.753	1679.609	0.420
22	18448.347	1714.395	0.420
23	20347.059	1843.805	0.420
24	18806.709	1728.764	0.420
25	18749.212	1694.308	0.420
26	20665.558	1915.559	0.420
27	20407.084	1737.196	0.420
28	20407.084	1737.196	0.420
29	20407.084	1737.196	0.420
30	21301.278	1920.510	0.420
31	19971.487	1791.495	0.420
32	19971.487	1791.495	0.420
33	19125.208	1691.674	0.420
34	19125.208	1691.674	0.420
35	19125.208	1691.674	0.420
36	19125.208	1691.674	0.420
37	19125.208	1691.674	0.420
38	19125.208	1691.674	0.420
39	19625.431	1875.143	0.420
40	21459.722	1880.891	0.420
41	21953.783	2228.077	0.420
42	22994.114	2147.721	0.420
43	22994.114	2147.721	0.420
44	22994.114	2147.721	0.420
45	22994.114	2147.721	0.420
46	22994.114	2147.721	0.420
47	22994.114	2147.721	0.420
48	22994.114	2147.721	0.420
49	22994.114	2147.721	0.420
1	18044.511	1842.156	0.440
2	16970.919	1493.033	0.440
3	17422.913	1568.693	0.440
4	17576.261	1704.180	0.440
5	17712.820	1573.669	0.440
6	18612.306	1991.695	0.440
7	19253.648	1684.759	0.440
8	19647.838	1734.126	0.440
9	18449.967	1705.469	0.440
10	18409.282	2077.122	0.440
11	18409.282	2077.122	0.440
12	19366.740	2139.774	0.440
13	18645.005	1629.189	0.440
14	18645.005	1629.189	0.440
15	19254.808	1625.839	0.440
16	19254.808	1625.839	0.440
17	19254.808	1625.839	0.440
18	18826.544	1763.524	0.440
19	18909.348	1685.287	0.440
20	18454.766	1701.027	0.440
21	20139.170	1621.691	0.440
22	19326.840	1655.278	0.440
23	21315.966	1780.225	0.440
24	19702.266	1669.152	0.440
25	19642.032	1635.884	0.440
26	21649.632	1849.505	0.440
27	21378.850	1677.293	0.440
28	21378.850	1677.293	0.440
29	21378.850	1677.293	0.440
30	22315.625	1854.285	0.440
31	20922.511	1729.719	0.440
32	20922.511	1729.719	0.440
33	20035.932	1633.340	0.440
34	20035.932	1633.340	0.440
35	20035.932	1633.340	0.440
36	20035.932	1633.340	0.440
37	20035.932	1633.340	0.440
38	20035.932	1633.340	0.440
39	20559.975	1810.483	0.440
40	22481.614	1816.033	0.440
41	22999.201	2151.247	0.440
42	24089.072	2073.661	0.440
43	24089.072	2073.661	0.440
44	24089.072	2073.661	0.440
45	24089.072	2073.661	0.440
46	24089.072	2073.661	0.440
47	24089.072	2073.661	0.440
48	24089.072	2073.661	0.440
49	24089.072	2073.661	0.440
1	18864.716	1776.365	0.460
2	17742.324	1439.710	0.460
3	18214.864	1512.668	0.460
4	18375.182	1643.317	0.460
5	18517.948	1517.467	0.460
6	19458.320	1920.563	0.460
7	20128.814	1624.589	0.460
8	20540.922	1672.193	0.460
9	19288.602	1644.560	0.460
10	19246.068	2002.939	0.460
11	19246.068	2002.939	0.460
12	20247.047	2063.353	0.460
13	19492.505	1571.004	0.460
14	19492.505	1571.004	0.460
15	20130.027	1567.773	0.460
16	20130.027	1567.773	0.460
17	20130.027	1567.773	0.460
18	19682.296	1700.541	0.460
19	19768.864	1625.099	0.460
20	19293.619	1640.276	0.460
21	21054.586	1563.774	0.460
22	20205.333	1596.161	0.460
23	22284.874	1716.646	0.460
24	20597.824	1609.539	0.460
25	20534.851	1577.459	0.460
26	22633.706	1783.452	0.460
27	22350.616	1617.390	0.460
28	22350.616	1617.390	0.460
29	22350.616	1617.390	0.460
30	23329.971	1788.061	0.460
31	21873.534	1667.944	0.460
32	21873.534	1667.944	0.460
33	20946.657	1575.007	0.460
34	20946.657	1575.007	0.460
35	20946.657	1575.007	0.460
36	20946.657	1575.007	0.460
37	20946.657	1575.007	0.460
38	20946.657	1575.007	0.460
39	21494.519	1745.823	0.460
40	23503.505	1751.175	0.460
41	24044.619	2074.417	0.460
42	25184.030	1999.602	0.460
43	25184.030	1999.602	0.460
44	25184.030	1999.602	0.460
45	25184.030	1999.602	0.460
46	25184.030	1999.602	0.460
47	25184.030	1999.602	0.460
48	25184.030	1999.602	0.460
49	25184.030	1999.602	0.460
1	19684.921	1710.574	0.480
2	18513.729	1386.387	0.480
3	19006.814	1456.644	0.480
4	19174.103	1582.453	0.480
5	19323.076	1461.264	0.480
6	20304.334	1849.431	0.480
7	21003.980	1564.419	0.480
8	21434.005	1610.260	0.480
9	20127.237	1583.650	0.480
10	20082.853	1928.756	0.480
11	20082.853	1928.756	0.480
12	21127.353	1986.933	0.480
13	20340.005	1512.819	0.480
14	20340.005	1512.819	0.480
15	21005.245	1509.707	0.480
16	21005.245	1509.707	0.480
17	21005.245	1509.707	0.480
18	20538.048	1637.558	0.480
19	20628.379	1564.910	0.480
20	20132.472	1579.525	0.480
21	21970.003	1505.856	0.480
22	21083.826	1537.044	0.480
23	23253.781	1653.066	0.480
24	21493.381	1549.926	0.480
25	21427.671	1519.035	0.480
26	23617.781	1717.398	0.480
27	23322.382	1557.487	0.480
28	23322.382	1557.487	0.480
29	23322.382	1557.487	0.480
30	24344.318	1721.836	0.480
31	22824.557	1606.168	0.480
32	22824.557	1606.168	0.480
33	21857.381	1516.673	0.480
34	21857.381	1516.673	0.480
35	21857.381	1516.673	0.480
36	21857.381	1516.673	0.480
37	21857.381	1516.673	0.480
38	21857.381	1516.673	0.480
39	22429.064	1681.163	0.480
40	24525.397	1686.316	0.480
41	25090.037	1997.586	0.480
42	26278.987	1925.543	0.480
43	26278.987	1925.543	0.480
44	26278.987	1925.543	0.480
45	26278.987	1925.543	0.480
46	26278.987	1925.543	0.480
47	26278.987	1925.543	0.480
48	26278.987	1925.543	0.480
49	26278.987	1925.543	0.480
1	20505.126	1644.782	0.500
2	19285.135	1333.065	0.500
3	19798.765	1400.619	0.500
4	19973.024	1521.589	0.500
5	20128.204	1405.062	0.500
6	21150.347	1778.299	0.500
7	21879.145	1504.249	0.500
8	22327.089	1548.327	0.500
9	20965.872	1522.740	0.500
10	20919.639	1854.573	0.500
11	20919.639	1854.573	0.500
12	22007.660	1910.512	0.500
13	21187.506	1454.633	0.500
14	21187.506	1454.633	0.500
15	21880.464	1451.642	0.500
16	21880.464	1451.642	0.500
17	21880.464	1451.642	0.500
18	21393.800	1574.575	0.500
19	21487.895	1504.721	0.500
20	20971.325	1518.774	0.500
21	22885.420	1447.939	0.500
22	21962.318	1477.927	0.500
23	24222.689	1589.487	0.500
24	22388.939	1490.314	0.500
25	22320.490	1460.610	0.500
26	24601.855	1651.344	0.500
27	24294.148	1497.583	0.500
28	24294.148	1497.583	0.500
29	24294.148	1497.583	0.500
30	25358.664	1655.612	0.500
31	23775.580	1544.392	0.500
32	23775.580	1544.392	0.500
33	22768.105	1458.339	0.500
34	22768.105	1458.339	0.500
35	22768.105	1458.339	0.500
36	22768.105	1458.339	0.500
37	22768.105	1458.339	0.500
38	22768.105	1458.339	0.500
39	23363.608	1616.502	0.500
40	25547.288	1621.458	0.500
41	26135.455	1920.756	0.500
42	27373.945	1851.483	0.500
43	27373.945	1851.483	0.500
44	27373.945	1851.483	0.500
45	27373.945	1851.483	0.500
46	27373.945	1851.483	0.500
47	27373.945	1851.483	0.500
48	27373.945	1851.483	0.500
49	27373.945	1851.483	0.500
1	21325.331	1578.991	0.520
2	20056.540	1279.742	0.520
3	20590.716	1344.594	0.520
4	20771.944	1460.726	0.520
5	20933.333	1348.859	0.520
6	21996.361	1707.167	0.520
7	22754.311	1444.079	0.520
8	23220.172	1486.394	0.520
9	21804.507	1461.831	0.520
10	21756.424	1780.390	0.520
11	21756.424	1780.390	0.520
12	22887.966	1834.092	0.520
13	22035.006	1396.448	0.520
14	22035.006	1396.448	0.520
15	22755.683	1393.576	0.520
16	22755.683	1393.576	0.520
17	22755.683	1393.576	0.520
18	22249.552	1511.592	0.520
19	22347.411	1444.532	0.520
20	21810.178	1458.023	0.520
21	23800.837	1390.021	0.520
22	22840.811	1418.810	0.520
23	25191.596	1525.907	0.520
24	23284.497	1430.701	0.520
25	23213.310	1402.186	0.520
26	25585.929	1585.290	0.520
27	25265.914	1437.680	0.520
28	25265.914	1437.680	0.520
29	25265.914	1437.680	0.520
30	26373.011	1589.387	0.520
31	24726.603	1482.616	0.520
32	24726.603	1482.616	0.520
33	23678.829	1400.006	0.520
34	23678.829	1400.006	0.520
35	23678.829	1400.006	0.520
36	23678.829	1400.006	0.520
37	23678.829	1400.006	0.520
38	23678.829	1400.006	0.520
39	24298.152	1551.842	0.520
40	26569.180	1556.600	0.520
41	27180.874	1843.926	0.520
42	28468.903	1777.424	0.520
43	28468.903	1777.424	0.520
44	28468.903	1777.424	0.520
45	28468.903	1777.424	0.520
46	28468.903	1777.424	0.520
47	28468.903	1777.424	0.520
48	28468.903	1777.424	0.520
49	28468.903	1777.424	0.520
1	22145.536	1513.200	0.540
2	20827.946	1226.420	0.540
3	21382.666	1288.569	0.540
4	21570.865	1399.862	0.540
5	21738.461	1292.657	0.540
6	22842.375	1636.035	0.540
7	23629.477	1383.909	0.540
8	24113.256	1424.461	0.540
9	22643.141	1400.921	0.540
10	22593.210	1706.207	0.540
11	22593.210	1706.207	0.540
12	23768.272	1757.671	0.540
13	22882.506	1338.263	0.540
14	22882.506	1338.263	0.540
15	23630.901	1335.510	0.540
16	23630.901	1335.510	0.540
17	23630.901	1335.510	0.540
18	23105.304	1448.609	0.540
19	23206.927	1384.343	0.540
20	22649.031	1397.272	0.540
21	24716.254	1332.104	0.540
22	23719.304	1359.693	0.540
23	26160.504	1462.328	0.540
24	24180.054	1371.089	0.540
25	24106.130	1343.762	0.540
26	26570.003	1519.236	0.540
27	26237.680	1377.777	0.540
28	26237.680	1377.777	0.540
29	26237.680	1377.777	0.540
30	27387.357	1523.163	0.540
31	25677.627	1420.841	0.540
32	25677.627	1420.841	0.540
33	24589.553	1341.672	0.540
34	24589.553	1341.672	0.540
35	24589.553	1341.672	0.540
36	24589.553	1341.672	0.540
37	24589.553	1341.672	0.540
38	24589.553	1341.672	0.540
39	25232.697	1487.182	0.540
40	27591.071	1491.741	0.540
41	28226.292	1767.096	0.540
42	29563.861	1703.365	0.540
43	29563.861	1703.365	0.540
44	29563.861	1703.365	0.540
45	29563.861	1703.365	0.540
46	29563.861	1703.365	0.540
47	29563.861	1703.365	0.540
48	29563.861	1703.365	0.540
49	29563.861	1703.365	0.540
1	22965.741	1447.409	0.560
2	21599.351	1173.097	0.560
3	22174.617	1232.545	0.560
4	22369.786	1338.999	0.560
5	22543.589	1236.454	0.560
6	23688.389	1564.903	0.560
7	24504.643	1323.739	0.560
8	25006.339	1362.528	0.560
9	23481.776	1340.012	0.560
10	23429.996	1632.024	0.560
11	23429.996	1632.024	0.560
12	24648.579	1681.251	0.560
13	23730.006	1280.077	0.560
14	23730.006	1280.077	0.560
15	24506.120	1277.445	0.560
16	24506.120	1277.445	0.560
17	24506.120	1277.445	0.560
18	23961.056	1385.626	0.560
19	24066.443	1324.154	0.560
20	23487.884	1336.521	0.560
21	25631.671	1274.186	0.560
22	24597.796	1300.576	0.560
23	27129.412	1398.748	0.560
24	25075.612	1311.476	0.560
25	24998.949	1285.337	0.560
26	27554.077	1453.183	0.560
27	27209.445	1317.873	0.560
28	27209.445	1317.873	0.560
29	27209.445	1317.873	0.560
30	28401.704	1456.938	0.560
31	26628.650	1359.065	0.560
32	26628.650	1359.065	0.560
33	25500.278	1283.339	0.560
34	25500.278	1283.339	0.560
35	25500.278	1283.339	0.560
36	25500.278	1283.339	0.560
37	25500.278	1283.339	0.560
38	25500.278	1283.339	0.560
39	26167.241	1422.522	0.560
40	28612.963	1426.883	0.560
41	29271.710	1690.265	0.560
42	30658.819	1629.305	0.560
43	30658.819	1629.305	0.560
44	30658.819	1629.305	0.560
45	30658.819	1629.305	0.560
46	30658.819	1629.305	0.560
47	30658.819	1629.305	0.560
48	30658.819	1629.305	0.560
49	30658.819	1629.305	0.560
1	23785.946	1381.617	0.580
2	22370.756	1119.775	0.580
3	22966.567	1176.520	0.580
4	23168.707	1278.135	0.580
5	23348.717	1180.252	0.580
6	24534.403	1493.771	0.580
7	25379.809	1263.569	0.580
8	25899.423	1300.594	0.580
9	24320.411	1279.102	0.580
10	24266.781	1557.841	0.580
11	24266.781	1557.841	0.580
12	25528.885	1604.830	0.580
13	24577.507	1221.892	0.580
14	24577.507	1221.892	0.580
15	25381.338	1219.379	0.580
16	25381.338	1219.379	0.580
17	25381.338	1219.379	0.580
18	24816.808	1322.643	0.580
19	24925.958	1263.966	0.580
20	24326.737	1275.770	0.580
21	26547.087	1216.269	0.580
22	25476.289	1241.458	0.580
23	28098.319	1335.169	0.580
24	25971.169	1251.864	0.580
25	25891.769	1226.913	0.580
26	28538.152	1387.129	0.580
27	28181.211	1257.970	0.580
28	28181.211	1257.970	0.580
29	28181.211	1257.970	0.580
30	29416.051	1390.714	0.580
31	27579.673	1297.289	0.580
32	27579.673	1297.289	0.580
33	26411.002	1225.005	0.580
34	26411.002	1225.005	0.580
35	26411.002	1225.005	0.580
36	26411.002	1225.005	0.580
37	26411.002	1225.005	0.580
38	26411.002	1225.005	0.580
39	27101.785	1357.862	0.580
40	29634.854	1362.025	0.580
41	30317.128	1613.435	0.580
42	31753.776	1555.246	0.580
43	31753.776	1555.246	0.580
44	31753.776	1555.246	0.580
45	31753.776	1555.246	0.580
46	31753.776	1555.246	0.580
47	31753.776	1555.246	0.580
48	31753.776	1555.246	0.580
49	31753.776	1555.246	0.580
1	24606.151	1315.826	0.600
2	23142.162	1066.452	0.600
3	23758.518	1120.495	0.600
4	23967.628	1217.271	0.600
5	24153.845	1124.049	0.600
6	25380.417	1422.639	0.600
7	26254.975	1203.399	0.600
8	26792.506	1238.661	0.600
9	25159.046	1218.192	0.600
10	25103.567	1483.659	0.600
11	25103.567	1483.659	0.600
12	26409.191	1528.410	0.600
13	25425.007	1163.707	0.600
14	25425.007	1163.707	0.600
15	26256.557	1161.313	0.600
16	26256.557	1161.313	0.600
17	26256.557	1161.313	0.600
18	25672.560	1259.660	0.600
19	25785.474	1203.777	0.600
20	25165.590	1215.019	0.600
21	27462.504	1158.351	0.600
22	26354.782	1182.341	0.600
23	29067.227	1271.589	0.600
24	26866.727	1192.251	0.600
25	26784.588	1168.488	0.600
26	29522.226	1321.075	0.600
27	29152.977	1198.067	0.600
28	29152.977	1198.067	0.600
29	29152.977	1198.067	0.600
30	27321.726	1166.671	0.600
31	27321.726	1166.671	0.600
32	27321.726	1166.671	0.600
33	27321.726	1166.671	0.600
34	27321.726	1166.671	0.600
35	27321.726	1166.671	0.600
36	27321.726	1166.671	0.600
37	27321.726	1166.671	0.600
38	27321.726	1166.671	0.600
39	27321.726	1166.671	0.600
40	27321.726	1166.671	0.600
41	27321.726	1166.671	0.600
42	27321.726	1166.671	0.600
43	27321.726	1166.671	0.600
44	27321.726	1166.671	0.600
45	27321.726	1166.671	0.600
46	27321.726	1166.671	0.600
47	27321.726	1166.671	0.600
48	27321.726	1166.671	0.600
49	27321.726	1166.671	0.600
1	25426.356	1250.035	0.620
2	23913.567	1013.129	0.620
3	24550.469	1064.470	0.620
4	24766.549	1156.408	0.620
5	24958.974	1067.847	0.620
6	26226.431	1351.507	0.620
7	27130.140	1143.229	0.620
8	27685.590	1176.728	0.620
9	25997.681	1157.283	0.620
10	25940.352	1409.476	0.620
11	25940.352	1409.476	0.620
12	27289.498	1451.989	0.620
13	26272.507	1105.521	0.620
14	26272.507	1105.521	0.620
15	27131.775	1103.248	0.620
16	27131.775	1103.248	0.620
17	27131.775	1103.248	0.620
18	26528.312	1196.677	0.620
19	26644.990	1143.588	0.620
20	26004.443	1154.268	0.620
21	28377.921	1100.433	0.620
22	27233.275	1123.224	0.620
23	30036.134	1208.010	0.620
24	27762.284	1132.639	0.620
25	27677.408	1110.064	0.620
26	30506.300	1255.021	0.620
27	30124.743	1138.163	0.620
28	30124.743	1138.163	0.620
29	30124.743	1138.163	0.620
30	28232.450	1108.338	0.620
31	28232.450	1108.338	0.620
32	28232.450	1108.338	0.620
33	28232.450	1108.338	0.620
34	28232.450	1108.338	0.620
35	28232.450	1108.338	0.620
36	28232.450	1108.338	0.620
37	28232.450	1108.338	0.620
38	28232.450	1108.338	0.620
39	28232.450	1108.338	0.620
40	28232.450	1108.338	0.620
41	28232.450	1108.338	0.620
42	28232.450	1108.338	0.620
43	28232.450	1108.338	0.620
44	28232.450	1108.338	0.620
45	28232.450	1108.338	0.620
46	28232.450	1108.338	0.620
47	28232.450	1108.338	0.620
48	28232.450	1108.338	0.620
49	28232.450	1108.338	0.620
1	26246.561	1184.243	0.640
2	24684.972	959.807	0.640
3	25342.419	1008.446	0.640
4	25565.470	1095.544	0.640
5	25764.102	1011.644	0.640
6	27072.445	1280.375	0.640
7	28005.306	1083.059	0.640
8	28578.674	1114.795	0.640
9	26836.316	1096.373	0.640
10	26777.138	1335.293	0.640
11	26777.138	1335.293	0.640
12	28169.804	1375.569	0.640
13	27120.007	1047.336	0.640
14	27120.007	1047.336	0.640
15	28006.994	1045.182	0.640
16	28006.994	1045.182	0.640
17	28006.994	1045.182	0.640
18	27384.064	1133.694	0.640
19	27504.506	1083.399	0.640
20	26843.296	1093.517	0.640
21	29293.338	1042.516	0.640
22	28111.767	1064.107	0.640
23	31005.042	1144.430	0.640
24	28657.842	1073.026	0.640
25	28570.228	1051.640	0.640
26	31490.374	1188.968	0.640
27	31096.509	1078.260	0.640
28	31096.509	1078.260	0.640
29	31096.509	1078.260	0.640
30	29143.174	1050.004	0.640
31	29143.174	1050.004	0.640
32	29143.174	1050.004	0.640
33	29143.174	1050.004	0.640
34	29143.174	1050.004	0.640
35	29143.174	1050.004	0.640
36	29143.174	1050.004	0.640
37	29143.174	1050.004	0.640
38	29143.174	1050.004	0.640
39	29143.174	1050.004	0.640
40	29143.174	1050.004	0.640
41	29143.174	1050.004	0.640
42	29143.174	1050.004	0.640
43	29143.174	1050.004	0.640
44	29143.174	1050.004	0.640
45	29143.174	1050.004	0.640
46	29143.174	1050.004	0.640
47	29143.174	1050.004	0.640
48	29143.174	1050.004	0.640
49	29143.174	1050.004	0.640
1	27066.766	1118.452	0.660
2	25456.378	906.484	0.660
3	26134.370	952.421	0.660
4	26364.391	1034.681	0.660
5	26569.230	955.442	0.660
6	27918.459	1209.243	0.660
7	28880.472	1022.889	0.660
8	29471.757	1052.862	0.660
9	27674.951	1035.464	0.660
10	27613.923	1261.110	0.660
11	27613.923	1261.110	0.660
12	29050.111	1299.148	0.660
13	27967.508	989.151	0.660
14	27967.508	989.151	0.660
15	28882.213	987.116	0.660
16	28882.213	987.116	0.660
17	28882.213	987.116	0.660
18	28239.816	1070.711	0.660
19	28364.022	1023.210	0.660
20	27682.149	1032.766	0.660
21	30208.755	984.598	0.660
22	28990.260	1004.990	0.660
23	31973.949	1080.851	0.660
24	29553.399	1013.413	0.660
25	29463.047	993.215	0.660
26	32474.448	1122.914	0.660
27	32068.275	1018.357	0.660
28	32068.275	1018.357	0.660
29	32068.275	1018.357	0.660
30	30053.899	991.671	0.660
31	30053.899	991.671	0.660
32	30053.899	991.671	0.660
33	30053.899	991.671	0.660
34	30053.899	991.671	0.660
35	30053.899	991.671	0.660
36	30053.899	991.671	0.660
37	30053.899	991.671	0.660
38	30053.899	991.671	0.660
39	30053.899	991.671	0.660
40	30053.899	991.671	0.660
41	30053.899	991.671	0.660
42	30053.899	991.671	0.660
43	30053.899	991.671	0.660
44	30053.899	991.671	0.660
45	30053.899	991.671	0.660
46	30053.899	991.671	0.660
47	30053.899	991.671	0.660
48	30053.899	991.671	0.660
49	30053.899	991.671	0.660
1	27886.971	1052.661	0.680
2	26227.783	853.162	0.680
3	26926.320	896.396	0.680
4	27163.312	973.817	0.680
5	27374.358	899.239	0.680
6	28764.473	1138.111	0.680
7	29755.638	962.720	0.680
8	30364.841	990.929	0.680
9	28513.586	974.554	0.680
10	28450.709	1186.927	0.680
11	28450.709	1186.927	0.680
12	29930.417	1222.728	0.680
13	28815.008	930.965	0.680
14	28815.008	930.965	0.680
15	29757.431	929.051	0.680
16	29757.431	929.051	0.680
17	29757.431	929.051	0.680
18	29095.568	1007.728	0.680
19	29223.537	963.021	0.680
20	28521.002	972.015	0.680
21	31124.171	926.681	0.680
22	29868.753	945.873	0.680
23	32942.857	1017.272	0.680
24	30448.957	953.801	0.680
25	30355.867	934.791	0.680
26	33458.523	1056.860	0.680
27	33040.041	958.453	0.680
28	33040.041	958.453	0.680
29	33040.041	958.453	0.680
30	30964.623	933.337	0.680
31	30964.623	933.337	0.680
32	30964.623	933.337	0.680
33	30964.623	933.337	0.680
34	30964.623	933.337	0.680
35	30964.623	933.337	0.680
36	30964.623	933.337	0.680
37	30964.623	933.337	0.680
38	30964.623	933.337	0.680
39	30964.623	933.337	0.680
40	30964.623	933.337	0.680
41	30964.623	933.337	0.680
42	30964.623	933.337	0.680
43	30964.623	933.337	0.680
44	30964.623	933.337	0.680
45	30964.623	933.337	0.680
46	30964.623	933.337	0.680
47	30964.623	933.337	0.680
48	30964.623	933.337	0.680
49	30964.623	933.337	0.680
1	28707.176	986.869	0.700
2	26999.189	799.839	0.700
3	27718.271	840.371	0.700
4	27962.233	912.954	0.700
5	28179.486	843.037	0.700
6	29610.486	1066.979	0.700
7	30630.804	902.550	0.700
8	31257.924	928.996	0.700
9	29352.220	913.644	0.700
10	29287.494	1112.744	0.700
11	29287.494	1112.744	0.700
12	30810.723	1146.307	0.700
13	29662.508	872.780	0.700
14	29662.508	872.780	0.700
15	30632.650	870.985	0.700
16	30632.650	870.985	0.700
17	30632.650	870.985	0.700
18	29951.320	944.745	0.700
19	30083.053	902.833	0.700
20	29359.855	911.264	0.700
21	32039.588	868.763	0.700
22	30747.246	886.756	0.700
23	33911.764	953.692	0.700
24	31344.515	894.188	0.700
25	31248.687	876.366	0.700
26	34442.597	990.806	0.700
27	34011.807	898.550	0.700
28	34011.807	898.550	0.700
29	34011.807	898.550	0.700
30	31875.347	875.004	0.700
31	31875.347	875.004	0.700
32	31875.347	875.004	0.700
33	31875.347	875.004	0.700
34	31875.347	875.004	0.700
35	31875.347	875.004	0.700
36	31875.347	875.004	0.700
37	31875.347	875.004	0.700
38	31875.347	875.004	0.700
39	31875.347	875.004	0.700
40	31875.347	875.004	0.700
