Iteration	expexted_value	risk	lambda
41	31875.347	875.004	0.700
42	31875.347	875.004	0.700
43	31875.347	875.004	0.700
44	31875.347	875.004	0.700
45	31875.347	875.004	0.700
46	31875.347	875.004	0.700
47	31875.347	875.004	0.700
48	31875.347	875.004	0.700
49	31875.347	875.004	0.700
1	29527.381	921.078	0.720
2	27770.594	746.516	0.720
3	28510.222	784.347	0.720
4	28761.154	852.090	0.720
5	28984.614	786.835	0.720
6	30456.500	995.847	0.720
7	31505.969	842.380	0.720
8	32151.008	867.063	0.720
9	30190.855	852.735	0.720
10	30124.280	1038.561	0.720
11	30124.280	1038.561	0.720
12	31691.030	1069.887	0.720
13	30510.008	814.595	0.720
14	30510.008	814.595	0.720
15	31507.868	812.919	0.720
16	31507.868	812.919	0.720
17	31507.868	812.919	0.720
18	30807.072	881.762	0.720
19	30942.569	842.644	0.720
20	30198.708	850.513	0.720
21	32955.005	810.846	0.720
22	31625.738	827.639	0.720
23	34880.672	890.113	0.720
24	32240.072	834.576	0.720
25	32141.506	817.942	0.720
26	35426.671	924.753	0.720
27	34983.573	838.647	0.720
28	34983.573	838.647	0.720
29	34983.573	838.647	0.720
30	32786.071	816.670	0.720
31	32786.071	816.670	0.720
32	32786.071	816.670	0.720
33	32786.071	816.670	0.720
34	32786.071	816.670	0.720
35	32786.071	816.670	0.720
36	32786.071	816.670	0.720
37	32786.071	816.670	0.720
38	32786.071	816.670	0.720
39	32786.071	816.670	0.720
40	32786.071	816.670	0.720
41	32786.071	816.670	0.720
42	32786.071	816.670	0.720
43	32786.071	816.670	0.720
44	32786.071	816.670	0.720
45	32786.071	816.670	0.720
46	32786.071	816.670	0.720
47	32786.071	816.670	0.720
48	32786.071	816.670	0.720
49	32786.071	816.670	0.720
1	30347.586	855.287	0.740
2	28541.999	693.194	0.740
3	29302.172	728.322	0.740
4	29560.075	791.226	0.740
5	29789.743	730.632	0.740
6	31302.514	924.715	0.740
7	32381.135	782.210	0.740
8	33044.091	805.130	0.740
9	31029.490	791.825	0.740
10	30961.066	964.378	0.740
11	30961.066	964.378	0.740
12	32571.336	993.466	0.740
13	31357.508	756.409	0.740
14	31357.508	756.409	0.740
15	32383.087	754.854	0.740
16	32383.087	754.854	0.740
17	32383.087	754.854	0.740
18	31662.824	818.779	0.740
19	31802.085	782.455	0.740
20	31037.561	789.762	0.740
21	33870.422	752.928	0.740
22	32504.231	768.522	0.740
23	35849.580	826.533	0.740
24	33135.630	774.963	0.740
25	33034.326	759.517	0.740
26	36410.745	858.699	0.740
27	35955.339	778.743	0.740
28	35955.339	778.743	0.740
29	35955.339	778.743	0.740
30	33696.795	758.336	0.740
31	33696.795	758.336	0.740
32	33696.795	758.336	0.740
33	33696.795	758.336	0.740
34	33696.795	758.336	0.740
35	33696.795	758.336	0.740
36	33696.795	758.336	0.740
37	33696.795	758.336	0.740
38	33696.795	758.336	0.740
39	33696.795	758.336	0.740
40	33696.795	758.336	0.740
41	33696.795	758.336	0.740
42	33696.795	758.336	0.740
43	33696.795	758.336	0.740
44	33696.795	758.336	0.740
45	33696.795	758.336	0.740
46	33696.795	758.336	0.740
47	33696.795	758.336	0.740
48	33696.795	758.336	0.740
49	33696.795	758.336	0.740
1	31167.791	789.496	0.760
2	29313.405	639.871	0.760
3	30094.123	672.297	0.760
4	30358.996	730.363	0.760
5	30594.871	674.430	0.760
6	32148.528	853.584	0.760
7	33256.301	722.040	0.760
8	33937.175	743.197	0.760
9	31868.125	730.915	0.760
10	31797.851	890.195	0.760
11	31797.851	890.195	0.760
12	33451.643	917.046	0.760
13	32205.009	698.224	0.760
14	32205.009	698.224	0.760
15	33258.305	696.788	0.760
16	33258.305	696.788	0.760
17	33258.305	696.788	0.760
18	32518.576	755.796	0.760
19	32661.601	722.266	0.760
20	31876.414	729.011	0.760
21	34785.839	695.011	0.760
22	33382.724	709.405	0.760
23	36818.487	762.954	0.760
24	34031.187	715.351	0.760
25	33927.145	701.093	0.760
26	37394.819	792.645	0.760
27	36927.105	718.840	0.760
28	36927.105	718.840	0.760
29	36927.105	718.840	0.760
30	34607.520	700.003	0.760
31	34607.520	700.003	0.760
32	34607.520	700.003	0.760
33	34607.520	700.003	0.760
34	34607.520	700.003	0.760
35	34607.520	700.003	0.760
36	34607.520	700.003	0.760
37	34607.520	700.003	0.760
38	34607.520	700.003	0.760
39	34607.520	700.003	0.760
40	34607.520	700.003	0.760
41	34607.520	700.003	0.760
42	34607.520	700.003	0.760
43	34607.520	700.003	0.760
44	34607.520	700.003	0.760
45	34607.520	700.003	0.760
46	34607.520	700.003	0.760
47	34607.520	700.003	0.760
48	34607.520	700.003	0.760
49	34607.520	700.003	0.760
1	31987.996	723.704	0.780
2	30084.810	586.549	0.780
3	30886.073	616.272	0.780
4	31157.917	669.499	0.780
5	31399.999	618.227	0.780
6	32994.542	782.452	0.780
7	34131.467	661.870	0.780
8	34830.258	681.264	0.780
9	32706.760	670.006	0.780
10	32634.637	816.012	0.780
11	32634.637	816.012	0.780
12	34331.949	840.625	0.780
13	33052.509	640.039	0.780
14	33052.509	640.039	0.780
15	34133.524	638.722	0.780
16	34133.524	638.722	0.780
17	34133.524	638.722	0.780
18	33374.328	692.813	0.780
19	33521.116	662.077	0.780
20	32715.267	668.260	0.780
21	35701.255	637.093	0.780
22	34261.216	650.288	0.780
23	37787.395	699.374	0.780
24	34926.745	655.738	0.780
25	34819.965	642.669	0.780
26	38378.894	726.591	0.780
27	37898.870	658.937	0.780
28	37898.870	658.937	0.780
29	37898.870	658.937	0.780
30	35518.244	641.669	0.780
31	35518.244	641.669	0.780
32	35518.244	641.669	0.780
33	35518.244	641.669	0.780
34	35518.244	641.669	0.780
35	35518.244	641.669	0.780
36	35518.244	641.669	0.780
37	35518.244	641.669	0.780
38	35518.244	641.669	0.780
39	35518.244	641.669	0.780
40	35518.244	641.669	0.780
41	35518.244	641.669	0.780
42	35518.244	641.669	0.780
43	35518.244	641.669	0.780
44	35518.244	641.669	0.780
45	35518.244	641.669	0.780
46	35518.244	641.669	0.780
47	35518.244	641.669	0.780
48	35518.244	641.669	0.780
49	35518.244	641.669	0.780
1	32808.201	657.913	0.800
2	30856.216	533.226	0.800
3	31678.024	560.248	0.800
4	31956.838	608.636	0.800
5	32205.127	562.025	0.800
6	33840.556	711.320	0.800
7	35006.633	601.700	0.800
8	35723.342	619.331	0.800
9	33545.395	609.096	0.800
10	33471.422	741.829	0.800
11	33471.422	741.829	0.800
12	35212.255	764.205	0.800
13	33900.009	581.853	0.800
14	33900.009	581.853	0.800
15	35008.742	580.657	0.800
16	35008.742	580.657	0.800
17	35008.742	580.657	0.800
18	34230.080	629.830	0.800
19	34380.632	601.888	0.800
20	33554.120	607.510	0.800
21	36616.672	579.176	0.800
22	35139.709	591.171	0.800
23	38756.302	635.795	0.800
24	35822.302	596.126	0.800
25	35712.785	584.244	0.800
26	39362.968	660.538	0.800
27	38870.636	599.033	0.800
28	38870.636	599.033	0.800
29	38870.636	599.033	0.800
30	36428.968	583.336	0.800
31	36428.968	583.336	0.800
32	36428.968	583.336	0.800
33	36428.968	583.336	0.800
34	36428.968	583.336	0.800
35	36428.968	583.336	0.800
36	36428.968	583.336	0.800
37	36428.968	583.336	0.800
38	36428.968	583.336	0.800
39	36428.968	583.336	0.800
40	36428.968	583.336	0.800
41	36428.968	583.336	0.800
42	36428.968	583.336	0.800
43	36428.968	583.336	0.800
44	36428.968	583.336	0.800
45	36428.968	583.336	0.800
46	36428.968	583.336	0.800
47	36428.968	583.336	0.800
48	36428.968	583.336	0.800
49	36428.968	583.336	0.800
1	33628.406	592.122	0.820
2	31627.621	479.903	0.820
3	32469.975	504.223	0.820
4	32755.759	547.772	0.820
5	33010.255	505.822	0.820
6	34686.570	640.188	0.820
7	35881.799	541.530	0.820
8	36616.426	557.398	0.820
9	34384.030	548.187	0.820
10	34308.208	667.646	0.820
11	34308.208	667.646	0.820
12	36092.562	687.784	0.820
13	34747.509	523.668	0.820
14	34747.509	523.668	0.820
15	35883.961	522.591	0.820
16	35883.961	522.591	0.820
17	35883.961	522.591	0.820
18	35085.832	566.847	0.820
19	35240.148	541.700	0.820
20	34392.973	546.759	0.820
21	37532.089	521.258	0.820
22	36018.202	532.054	0.820
23	39725.210	572.215	0.820
24	36717.860	536.513	0.820
25	36605.604	525.820	0.820
26	40347.042	594.484	0.820
27	39842.402	539.130	0.820
28	39842.402	539.130	0.820
29	39842.402	539.130	0.820
30	37339.692	525.002	0.820
31	37339.692	525.002	0.820
32	37339.692	525.002	0.820
33	37339.692	525.002	0.820
34	37339.692	525.002	0.820
35	37339.692	525.002	0.820
36	37339.692	525.002	0.820
37	37339.692	525.002	0.820
38	37339.692	525.002	0.820
39	37339.692	525.002	0.820
40	37339.692	525.002	0.820
41	37339.692	525.002	0.820
42	37339.692	525.002	0.820
43	37339.692	525.002	0.820
44	37339.692	525.002	0.820
45	37339.692	525.002	0.820
46	37339.692	525.002	0.820
47	37339.692	525.002	0.820
48	37339.692	525.002	0.820
49	37339.692	525.002	0.820
1	34448.611	526.330	0.840
2	32399.026	426.581	0.840
3	33261.925	448.198	0.840
4	33554.680	486.909	0.840
5	33815.384	449.620	0.840
6	35532.584	569.056	0.840
7	36756.964	481.360	0.840
8	37509.509	495.465	0.840
9	35222.664	487.277	0.840
10	35144.993	593.463	0.840
11	35144.993	593.463	0.840
12	36972.868	611.364	0.840
13	35595.010	465.483	0.840
14	35595.010	465.483	0.840
15	36759.180	464.525	0.840
16	36759.180	464.525	0.840
17	36759.180	464.525	0.840
18	35941.584	503.864	0.840
19	36099.664	481.511	0.840
20	35231.827	486.008	0.840
21	38447.506	463.340	0.840
22	36896.695	472.937	0.840
23	40694.117	508.636	0.840
24	37613.418	476.900	0.840
25	37498.424	467.395	0.840
26	41331.116	528.430	0.840
27	40814.168	479.227	0.840
28	40814.168	479.227	0.840
29	40814.168	479.227	0.840
30	38250.416	466.669	0.840
31	38250.416	466.669	0.840
32	38250.416	466.669	0.840
33	38250.416	466.669	0.840
34	38250.416	466.669	0.840
35	38250.416	466.669	0.840
36	38250.416	466.669	0.840
37	38250.416	466.669	0.840
38	38250.416	466.669	0.840
39	38250.416	466.669	0.840
40	38250.416	466.669	0.840
41	38250.416	466.669	0.840
42	38250.416	466.669	0.840
43	38250.416	466.669	0.840
44	38250.416	466.669	0.840
45	38250.416	466.669	0.840
46	38250.416	466.669	0.840
47	38250.416	466.669	0.840
48	38250.416	466.669	0.840
49	38250.416	466.669	0.840
1	35268.816	460.539	0.860
2	33170.432	373.258	0.860
3	34053.876	392.173	0.860
4	34353.600	426.045	0.860
5	34620.512	393.417	0.860
6	36378.598	497.924	0.860
7	37632.130	421.190	0.860
8	38402.593	433.531	0.860
9	36061.299	426.367	0.860
10	35981.779	519.280	0.860
11	35981.779	519.280	0.860
12	37853.174	534.943	0.860
13	36442.510	407.297	0.860
14	36442.510	407.297	0.860
15	37634.398	406.460	0.860
16	37634.398	406.460	0.860
17	37634.398	406.460	0.860
18	36797.336	440.881	0.860
19	36959.180	421.322	0.860
20	36070.680	425.257	0.860
21	39362.923	405.423	0.860
22	37775.187	413.819	0.860
23	41663.025	445.056	0.860
24	38508.975	417.288	0.860
25	38391.243	408.971	0.860
26	42315.190	462.376	0.860
27	41785.934	419.323	0.860
28	41785.934	419.323	0.860
29	41785.934	419.323	0.860
30	39161.141	408.335	0.860
31	39161.141	408.335	0.860
32	39161.141	408.335	0.860
33	39161.141	408.335	0.860
34	39161.141	408.335	0.860
35	39161.141	408.335	0.860
36	39161.141	408.335	0.860
37	39161.141	408.335	0.860
38	39161.141	408.335	0.860
39	39161.141	408.335	0.860
40	39161.141	408.335	0.860
41	39161.141	408.335	0.860
42	39161.141	408.335	0.860
43	39161.141	408.335	0.860
44	39161.141	408.335	0.860
45	39161.141	408.335	0.860
46	39161.141	408.335	0.860
47	39161.141	408.335	0.860
48	39161.141	408.335	0.860
49	39161.141	408.335	0.860
1	36089.021	394.748	0.880
2	33941.837	319.936	0.880
3	34845.826	336.149	0.880
4	35152.521	365.181	0.880
5	35425.640	337.215	0.880
6	37224.611	426.792	0.880
7	38507.296	361.020	0.880
8	39295.676	371.598	0.880
9	36899.934	365.458	0.880
10	36818.564	445.098	0.880
11	36818.564	445.098	0.880
12	38733.481	458.523	0.880
13	37290.010	349.112	0.880
14	37290.010	349.112	0.880
15	38509.617	348.394	0.880
16	38509.617	348.394	0.880
17	38509.617	348.394	0.880
18	37653.088	377.898	0.880
19	37818.696	361.133	0.880
20	36909.533	364.506	0.880
21	40278.339	347.505	0.880
22	38653.680	354.702	0.880
23	42631.932	381.477	0.880
24	39404.533	357.675	0.880
25	39284.063	350.547	0.880
26	43299.265	396.323	0.880
27	42757.700	359.420	0.880
28	42757.700	359.420	0.880
29	42757.700	359.420	0.880
30	40071.865	350.001	0.880
31	40071.865	350.001	0.880
32	40071.865	350.001	0.880
33	40071.865	350.001	0.880
34	40071.865	350.001	0.880
35	40071.865	350.001	0.880
36	40071.865	350.001	0.880
37	40071.865	350.001	0.880
38	40071.865	350.001	0.880
39	40071.865	350.001	0.880
40	40071.865	350.001	0.880
41	40071.865	350.001	0.880
42	40071.865	350.001	0.880
43	40071.865	350.001	0.880
44	40071.865	350.001	0.880
45	40071.865	350.001	0.880
46	40071.865	350.001	0.880
47	40071.865	350.001	0.880
48	40071.865	350.001	0.880
49	40071.865	350.001	0.880
1	36909.226	328.956	0.900
2	34713.243	266.613	0.900
3	35637.777	280.124	0.900
4	35951.442	304.318	0.900
5	36230.768	281.012	0.900
6	38070.625	355.660	0.900
7	39382.462	300.850	0.900
8	40188.760	309.665	0.900
9	37738.569	304.548	0.900
10	37655.350	370.915	0.900
11	37655.350	370.915	0.900
12	39613.787	382.102	0.900
13	38137.510	290.927	0.900
14	38137.510	290.927	0.900
15	39384.835	290.328	0.900
16	39384.835	290.328	0.900
17	39384.835	290.328	0.900
18	38508.840	314.915	0.900
19	38678.211	300.944	0.900
20	37748.386	303.755	0.900
21	41193.756	289.588	0.900
22	39532.173	295.585	0.900
23	43600.840	317.897	0.900
24	40300.090	298.063	0.900
25	40176.883	292.122	0.900
26	44283.339	330.269	0.900
27	43729.466	299.517	0.900
28	43729.466	299.517	0.900
29	43729.466	299.517	0.900
30	40982.589	291.668	0.900
31	40982.589	291.668	0.900
32	40982.589	291.668	0.900
33	40982.589	291.668	0.900
34	40982.589	291.668	0.900
35	40982.589	291.668	0.900
36	40982.589	291.668	0.900
37	40982.589	291.668	0.900
38	40982.589	291.668	0.900
39	40982.589	291.668	0.900
40	40982.589	291.668	0.900
41	40982.589	291.668	0.900
42	40982.589	291.668	0.900
43	40982.589	291.668	0.900
44	40982.589	291.668	0.900
45	40982.589	291.668	0.900
46	40982.589	291.668	0.900
47	40982.589	291.668	0.900
48	40982.589	291.668	0.900
49	40982.589	291.668	0.900
1	37729.431	263.165	0.920
2	35484.648	213.290	0.920
3	36429.728	224.099	0.920
4	36750.363	243.454	0.920
5	37035.896	224.810	0.920
6	38916.639	284.528	0.920
7	40257.628	240.680	0.920
8	41081.843	247.732	0.920
9	38577.204	243.638	0.920
10	38492.135	296.732	0.920
11	38492.135	296.732	0.920
12	40494.094	305.682	0.920
13	38985.010	232.741	0.920
14	38985.010	232.741	0.920
15	40260.054	232.263	0.920
16	40260.054	232.263	0.920
17	40260.054	232.263	0.920
18	39364.592	251.932	0.920
19	39537.727	240.755	0.920
20	38587.239	243.004	0.920
21	42109.173	231.670	0.920
22	40410.666	236.468	0.920
23	44569.748	254.318	0.920
24	41195.648	238.450	0.920
25	41069.702	233.698	0.920
26	45267.413	264.215	0.920
27	44701.232	239.613	0.920
28	44701.232	239.613	0.920
29	44701.232	239.613	0.920
30	41893.313	233.334	0.920
31	41893.313	233.334	0.920
32	41893.313	233.334	0.920
33	41893.313	233.334	0.920
34	41893.313	233.334	0.920
35	41893.313	233.334	0.920
36	41893.313	233.334	0.920
37	41893.313	233.334	0.920
38	41893.313	233.334	0.920
39	41893.313	233.334	0.920
40	41893.313	233.334	0.920
41	41893.313	233.334	0.920
42	41893.313	233.334	0.920
43	41893.313	233.334	0.920
44	41893.313	233.334	0.920
45	41893.313	233.334	0.920
46	41893.313	233.334	0.920
47	41893.313	233.334	0.920
48	41893.313	233.334	0.920
49	41893.313	233.334	0.920
1	38549.636	197.374	0.940
2	36256.053	159.968	0.940
3	37221.678	168.074	0.940
4	37549.284	182.591	0.940
5	37841.024	168.607	0.940
6	39762.653	213.396	0.940
7	41132.793	180.510	0.940
8	41974.927	185.799	0.940
9	39415.839	182.729	0.940
10	39328.921	222.549	0.940
11	39328.921	222.549	0.940
12	41374.400	229.261	0.940
13	39832.511	174.556	0.940
14	39832.511	174.556	0.940
15	41135.272	174.197	0.940
16	41135.272	174.197	0.940
17	41135.272	174.197	0.940
18	40220.344	188.949	0.940
19	40397.243	180.567	0.940
20	39426.092	182.253	0.940
21	43024.590	173.753	0.940
22	41289.158	177.351	0.940
23	45538.655	190.738	0.940
24	42091.205	178.838	0.940
25	41962.522	175.273	0.940
26	46251.487	198.161	0.940
27	45672.998	179.710	0.940
28	45672.998	179.710	0.940
29	45672.998	179.710	0.940
30	42804.037	175.001	0.940
31	42804.037	175.001	0.940
32	42804.037	175.001	0.940
33	42804.037	175.001	0.940
34	42804.037	175.001	0.940
35	42804.037	175.001	0.940
36	42804.037	175.001	0.940
37	42804.037	175.001	0.940
38	42804.037	175.001	0.940
39	42804.037	175.001	0.940
40	42804.037	175.001	0.940
41	42804.037	175.001	0.940
42	42804.037	175.001	0.940
43	42804.037	175.001	0.940
44	42804.037	175.001	0.940
45	42804.037	175.001	0.940
46	42804.037	175.001	0.940
47	42804.037	175.001	0.940
48	42804.037	175.001	0.940
49	42804.037	175.001	0.940
1	39369.841	131.583	0.960
2	37027.459	106.645	0.960
3	38013.629	112.050	0.960
4	38348.205	121.727	0.960
5	38646.153	112.405	0.960
6	40608.667	142.264	0.960
7	42007.959	120.340	0.960
8	42868.010	123.866	0.960
9	40254.474	121.819	0.960
10	40165.707	148.366	0.960
11	40165.707	148.366	0.960
12	42254.706	152.841	0.960
13	40680.011	116.371	0.960
14	40680.011	116.371	0.960
15	42010.491	116.131	0.960
16	42010.491	116.131	0.960
17	42010.491	116.131	0.960
18	41076.096	125.966	0.960
19	41256.759	120.378	0.960
20	40264.945	121.502	0.960
21	43940.007	115.835	0.960
22	42167.651	118.234	0.960
23	46507.563	127.159	0.960
24	42986.763	119.225	0.960
25	42855.341	116.849	0.960
26	47235.561	132.108	0.960
27	46644.764	119.807	0.960
28	46644.764	119.807	0.960
29	46644.764	119.807	0.960
30	43714.762	116.667	0.960
31	43714.762	116.667	0.960
32	43714.762	116.667	0.960
33	43714.762	116.667	0.960
34	43714.762	116.667	0.960
35	43714.762	116.667	0.960
36	43714.762	116.667	0.960
37	43714.762	116.667	0.960
38	43714.762	116.667	0.960
39	43714.762	116.667	0.960
40	43714.762	116.667	0.960
41	43714.762	116.667	0.960
42	43714.762	116.667	0.960
43	43714.762	116.667	0.960
44	43714.762	116.667	0.960
45	43714.762	116.667	0.960
46	43714.762	116.667	0.960
47	43714.762	116.667	0.960
48	43714.762	116.667	0.960
49	43714.762	116.667	0.960
1	40190.046	65.791	0.980
2	37798.864	53.323	0.980
3	38805.579	56.025	0.980
4	39147.126	60.864	0.980
5	39451.281	56.202	0.980
6	41454.681	71.132	0.980
7	42883.125	60.170	0.980
8	43761.094	61.933	0.980
9	41093.109	60.910	0.980
10	41002.492	74.183	0.980
11	41002.492	74.183	0.980
12	43135.013	76.420	0.980
13	41527.511	58.185	0.980
14	41527.511	58.185	0.980
15	42885.710	58.066	0.980
16	42885.710	58.066	0.980
17	42885.710	58.066	0.980
18	41931.848	62.983	0.980
19	42116.275	60.189	0.980
20	41103.798	60.751	0.980
21	44855.423	57.918	0.980
22	43046.144	59.117	0.980
23	47476.470	63.579	0.980
24	43882.320	59.613	0.980
25	43748.161	58.424	0.980
26	48219.636	66.054	0.980
27	47616.530	59.903	0.980
28	47616.530	59.903	0.980
29	47616.530	59.903	0.980
30	44625.486	58.334	0.980
31	44625.486	58.334	0.980
32	44625.486	58.334	0.980
33	44625.486	58.334	0.980
34	44625.486	58.334	0.980
35	44625.486	58.334	0.980
36	44625.486	58.334	0.980
37	44625.486	58.334	0.980
38	44625.486	58.334	0.980
39	44625.486	58.334	0.980
40	44625.486	58.334	0.980
41	44625.486	58.334	0.980
42	44625.486	58.334	0.980
43	44625.486	58.334	0.980
44	44625.486	58.334	0.980
45	44625.486	58.334	0.980
46	44625.486	58.334	0.980
47	44625.486	58.334	0.980
48	44625.486	58.334	0.980
49	44625.486	58.334	0.980
1	41010.251	-0.000	1.000
2	38570.269	-0.000	1.000
3	39597.530	-0.000	1.000
4	39946.047	-0.000	1.000
5	40256.409	-0.000	1.000
6	42300.695	-0.000	1.000
7	43758.291	-0.000	1.000
8	44654.177	-0.000	1.000
9	41931.743	-0.000	1.000
10	41839.278	-0.000	1.000
11	41839.278	-0.000	1.000
12	44015.319	-0.000	1.000
13	42375.011	-0.000	1.000
14	42375.011	-0.000	1.000
15	43760.928	-0.000	1.000
16	43760.928	-0.000	1.000
17	43760.928	-0.000	1.000
18	42787.600	-0.000	1.000
19	42975.790	-0.000	1.000
20	41942.651	-0.000	1.000
21	45770.840	-0.000	1.000
22	43924.636	-0.000	1.000
23	48445.378	-0.000	1.000
24	44777.878	-0.000	1.000
25	44640.981	-0.000	1.000
26	49203.710	-0.000	1.000
27	48588.295	-0.000	1.000
28	48588.295	-0.000	1.000
29	48588.295	-0.000	1.000
30	45536.210	-0.000	1.000
31	45536.210	-0.000	1.000
32	45536.210	-0.000	1.000
33	45536.210	-0.000	1.000
34	45536.210	-0.000	1.000
35	45536.210	-0.000	1.000
36	45536.210	-0.000	1.000
37	45536.210	-0.000	1.000
38	45536.210	-0.000	1.000
39	45536.210	-0.000	1.000
40	45536.210	-0.000	1.000
41	45536.210	-0.000	1.000
42	45536.210	-0.000	1.000
43	45536.210	-0.000	1.000
44	45536.210	-0.000	1.000
45	45536.210	-0.000	1.000
46	45536.210	-0.000	1.000
47	45536.210	-0.000	1.000
48	45536.210	-0.000	1.000
49	45536.210	-0.000	1.000
