Iteration	expexted_value	risk	lambda
20	35223.012	697.664	0.810
21	32711.813	708.710	0.810
22	35101.463	737.350	0.810
23	36801.567	960.816	0.810
24	38674.549	912.892	0.810
25	42454.153	1156.462	0.810
26	39355.157	869.790	0.810
27	41703.286	1028.323	0.810
28	42895.616	953.754	0.810
29	40087.176	918.049	0.810
30	42822.853	859.467	0.810
31	36955.135	929.097	0.810
32	38150.754	791.956	0.810
33	33691.831	688.231	0.810
34	35866.677	715.275	0.810
35	35057.891	897.244	0.810
36	36265.670	839.022	0.810
37	40528.615	985.820	0.810
38	39000.779	908.671	0.810
39	43065.833	1154.280	0.810
40	39681.862	892.188	0.810
41	44016.027	1050.873	0.810
42	44835.072	1074.563	0.810
43	39065.395	930.789	0.810
44	46462.891	1118.109	0.810
45	46895.947	1173.656	0.810
46	39692.493	935.345	0.810
47	35484.540	914.004	0.810
48	34678.484	724.854	0.810
49	36364.162	1030.085	0.810
50	35612.488	960.406	0.810
51	36174.354	976.998	0.810
52	39185.384	1167.479	0.810
53	39422.212	967.034	0.810
54	42209.638	1154.294	0.810
55	38248.261	783.337	0.810
56	36442.387	726.033	0.810
57	38460.026	750.917	0.810
58	39197.618	803.842	0.810
59	38111.756	1001.024	0.810
60	36664.211	863.624	0.810
61	31753.671	647.197	0.810
62	34313.761	670.342	0.810
63	36492.292	848.218	0.810
64	35365.294	668.140	0.810
65	34457.494	682.482	0.810
66	36841.325	714.025	0.810
67	39239.720	903.837	0.810
68	39377.783	952.619	0.810
69	36730.397	951.916	0.810
70	39865.541	1038.003	0.810
71	42737.861	1154.728	0.810
72	35756.901	809.439	0.810
73	37650.232	999.079	0.810
74	36502.395	831.436	0.810
75	33577.582	736.039	0.810
76	35777.490	736.614	0.810
77	33252.085	693.697	0.810
78	36387.229	757.560	0.810
79	35452.860	737.664	0.810
80	37842.714	867.718	0.810
81	37386.585	836.703	0.810
82	39892.127	950.411	0.810
83	36750.457	893.717	0.810
84	38494.047	747.638	0.810
85	35692.907	696.651	0.810
86	36491.541	694.971	0.810
87	38554.717	791.584	0.810
88	39006.743	742.613	0.810
89	35156.011	683.453	0.810
90	37661.258	738.532	0.810
91	35923.700	676.825	0.810
92	36700.789	653.179	0.810
93	35946.758	802.263	0.810
94	37005.117	808.194	0.810
95	37479.088	850.155	0.810
96	39414.546	780.764	0.810
97	38498.522	695.738	0.810
98	39899.348	850.129	0.810
99	37366.422	731.431	0.810
1	45601.963	1030.369	0.820
2	42717.672	1061.986	0.820
3	43143.273	921.817	0.820
4	39946.895	1084.399	0.820
5	40471.078	932.299	0.820
6	42932.415	1213.320	0.820
7	41473.535	930.625	0.820
8	43849.612	1233.972	0.820
9	41117.561	927.424	0.820
10	37943.711	846.227	0.820
11	40323.818	834.896	0.820
12	39751.656	970.467	0.820
13	40119.362	874.719	0.820
14	42102.265	895.478	0.820
15	39580.162	802.024	0.820
16	42159.521	839.649	0.820
17	35723.922	761.403	0.820
18	38897.772	823.883	0.820
19	33331.721	662.085	0.820
20	35657.864	660.945	0.820
21	33115.662	671.409	0.820
22	35534.815	698.542	0.820
23	37255.907	910.247	0.820
24	39152.013	864.845	0.820
25	42978.279	1095.595	0.820
26	39841.024	824.012	0.820
27	42218.141	974.201	0.820
28	43425.192	903.556	0.820
29	40582.080	869.730	0.820
30	43351.531	814.232	0.820
31	37411.371	880.197	0.820
32	38621.751	750.275	0.820
33	34107.779	652.008	0.820
34	36309.476	677.629	0.820
35	35490.704	850.021	0.820
36	36713.394	794.863	0.820
37	41028.968	933.935	0.820
38	39482.270	860.846	0.820
39	43597.510	1093.528	0.820
40	40171.762	845.231	0.820
41	44559.435	995.564	0.820
42	45388.591	1018.007	0.820
43	39547.684	881.800	0.820
44	47036.507	1059.261	0.820
45	47474.909	1111.884	0.820
46	40182.523	886.117	0.820
47	35922.621	865.899	0.820
48	35106.614	686.704	0.820
49	36813.103	975.870	0.820
50	36052.148	909.858	0.820
51	36620.951	925.577	0.820
52	39669.154	1106.033	0.820
53	39908.906	916.138	0.820
54	42730.744	1093.542	0.820
55	38720.461	742.109	0.820
56	36892.293	687.820	0.820
57	38934.841	711.395	0.820
58	39681.539	761.535	0.820
59	38582.272	948.338	0.820
60	37116.855	818.170	0.820
61	32145.692	613.134	0.820
62	34737.388	635.061	0.820
63	36942.814	803.575	0.820
64	35801.902	632.975	0.820
65	34882.895	646.562	0.820
66	37296.157	676.445	0.820
67	39724.161	856.266	0.820
68	39863.929	902.481	0.820
69	37183.859	901.815	0.820
70	40357.709	983.371	0.820
71	43265.489	1093.953	0.820
72	36198.344	766.837	0.820
73	38115.049	946.496	0.820
74	36953.041	787.676	0.820
75	33992.120	697.300	0.820
76	36219.188	697.845	0.820
77	33662.604	657.187	0.820
78	36836.454	717.689	0.820
79	35890.550	698.839	0.820
80	38309.908	822.049	0.820
81	37848.148	792.666	0.820
82	40384.623	900.390	0.820
83	37204.167	846.679	0.820
84	38969.282	708.289	0.820
85	36133.560	659.985	0.820
86	36942.054	658.394	0.820
87	39030.702	749.921	0.820
88	39488.308	703.528	0.820
89	35590.036	647.482	0.820
90	38126.211	699.662	0.820
91	36367.202	641.202	0.820
92	37153.885	618.802	0.820
93	36390.545	760.038	0.820
94	37461.971	765.658	0.820
95	37941.793	805.410	0.820
96	39901.146	739.671	0.820
97	38973.812	659.120	0.820
98	40391.933	805.386	0.820
99	37827.736	692.935	0.820
1	46158.085	973.127	0.830
2	43238.620	1002.987	0.830
3	43669.410	870.605	0.830
4	40434.053	1024.154	0.830
5	40964.628	880.505	0.830
6	43455.981	1145.914	0.830
7	41979.310	878.924	0.830
8	44384.363	1165.418	0.830
9	41618.995	875.900	0.830
10	38406.439	799.215	0.830
11	40815.572	788.513	0.830
12	40236.433	916.552	0.830
13	40608.622	826.124	0.830
14	42615.707	845.729	0.830
15	40062.847	757.467	0.830
16	42673.661	793.002	0.830
17	36159.579	719.103	0.830
18	39372.135	778.111	0.830
19	33738.205	625.302	0.830
20	36092.716	624.226	0.830
21	33519.512	634.109	0.830
22	35968.166	659.734	0.830
23	37710.247	859.678	0.830
24	39629.476	816.798	0.830
25	43502.404	1034.729	0.830
26	40326.890	778.234	0.830
27	42732.996	920.079	0.830
28	43954.767	853.359	0.830
29	41076.983	821.412	0.830
30	43880.208	768.997	0.830
31	37867.607	831.298	0.830
32	39092.748	708.593	0.830
33	34523.728	615.785	0.830
34	36752.274	639.983	0.830
35	35923.517	802.797	0.830
36	37161.118	750.704	0.830
37	41529.321	882.050	0.830
38	39963.761	813.021	0.830
39	44129.187	1032.777	0.830
40	40661.661	798.273	0.830
41	45102.843	940.255	0.830
42	45942.111	961.451	0.830
43	40029.973	832.811	0.830
44	47610.123	1000.414	0.830
45	48053.872	1050.113	0.830
46	40672.554	836.888	0.830
47	36360.701	817.793	0.830
48	35534.743	648.554	0.830
49	37262.043	921.655	0.830
50	36491.809	859.310	0.830
51	37067.548	874.156	0.830
52	40152.924	1044.587	0.830
53	40395.600	865.241	0.830
54	43251.851	1032.790	0.830
55	39192.662	700.881	0.830
56	37342.199	649.608	0.830
57	39409.656	671.873	0.830
58	40165.460	719.227	0.830
59	39052.787	895.653	0.830
60	37569.500	772.716	0.830
61	32537.713	579.071	0.830
62	35161.015	599.780	0.830
63	37393.336	758.932	0.830
64	36238.511	597.810	0.830
65	35308.296	610.642	0.830
66	37750.988	638.865	0.830
67	40208.602	808.696	0.830
68	40350.074	852.343	0.830
69	37637.320	851.714	0.830
70	40849.876	928.739	0.830
71	43793.117	1033.178	0.830
72	36639.787	724.235	0.830
73	38579.867	893.913	0.830
74	37403.688	743.916	0.830
75	34406.658	658.561	0.830
76	36660.885	659.075	0.830
77	34073.124	620.677	0.830
78	37285.679	677.817	0.830
79	36328.239	660.015	0.830
80	38777.102	776.379	0.830
81	38309.710	748.629	0.830
82	40877.118	850.368	0.830
83	37657.876	799.642	0.830
84	39444.517	668.940	0.830
85	36574.213	623.319	0.830
86	37392.567	621.816	0.830
87	39506.686	708.259	0.830
88	39969.872	664.443	0.830
89	36024.061	611.511	0.830
90	38591.165	660.792	0.830
91	36810.704	605.580	0.830
92	37606.981	584.424	0.830
93	36834.332	717.814	0.830
94	37918.824	723.121	0.830
95	38404.498	760.665	0.830
96	40387.745	698.579	0.830
97	39449.103	622.502	0.830
98	40884.517	760.642	0.830
99	38289.050	654.438	0.830
1	46714.206	915.884	0.840
2	43759.567	943.988	0.840
3	44195.548	819.393	0.840
4	40921.210	963.910	0.840
5	41458.177	828.710	0.840
6	43979.547	1078.507	0.840
7	42485.085	827.222	0.840
8	44919.114	1096.864	0.840
9	42120.428	824.377	0.840
10	38869.167	752.202	0.840
11	41307.326	742.130	0.840
12	40721.209	862.638	0.840
13	41097.883	777.528	0.840
14	43129.149	795.980	0.840
15	40545.532	712.910	0.840
16	43187.802	746.355	0.840
17	36595.237	676.803	0.840
18	39846.498	732.340	0.840
19	34144.690	588.520	0.840
20	36527.568	587.507	0.840
21	33923.361	596.808	0.840
22	36401.518	620.926	0.840
23	38164.588	809.109	0.840
24	40106.940	768.751	0.840
25	44026.530	973.862	0.840
26	40812.756	732.455	0.840
27	43247.852	865.956	0.840
28	44484.343	803.161	0.840
29	41571.887	773.094	0.840
30	44408.885	723.762	0.840
31	38323.843	782.398	0.840
32	39563.745	666.911	0.840
33	34939.676	579.563	0.840
34	37195.073	602.337	0.840
35	36356.331	755.574	0.840
36	37608.843	706.544	0.840
37	42029.675	830.164	0.840
38	40445.252	765.196	0.840
39	44660.863	972.025	0.840
40	41151.561	751.316	0.840
41	45646.251	884.946	0.840
42	46495.630	904.895	0.840
43	40512.262	783.822	0.840
44	48183.739	941.566	0.840
45	48632.834	988.342	0.840
46	41162.585	787.659	0.840
47	36798.782	769.688	0.840
48	35962.873	610.404	0.840
49	37710.983	867.440	0.840
50	36931.469	808.763	0.840
51	37514.145	822.735	0.840
52	40636.694	983.141	0.840
53	40882.294	814.345	0.840
54	43772.958	972.037	0.840
55	39664.863	659.652	0.840
56	37792.105	611.396	0.840
57	39884.471	632.351	0.840
58	40649.382	676.920	0.840
59	39523.303	842.967	0.840
60	38022.144	727.262	0.840
61	32929.733	545.008	0.840
62	35584.641	564.499	0.840
63	37843.858	714.289	0.840
64	36675.120	562.644	0.840
65	35733.697	574.722	0.840
66	38205.819	601.284	0.840
67	40693.043	761.126	0.840
68	40836.220	802.206	0.840
69	38090.782	801.613	0.840
70	41342.043	874.108	0.840
71	44320.745	972.403	0.840
72	37081.230	681.633	0.840
73	39044.685	841.330	0.840
74	37854.335	700.156	0.840
75	34821.196	619.822	0.840
76	37102.582	620.306	0.840
77	34483.643	584.166	0.840
78	37734.904	637.945	0.840
79	36765.929	621.190	0.840
80	39244.296	730.710	0.840
81	38771.273	704.592	0.840
82	41369.613	800.346	0.840
83	38111.586	752.604	0.840
84	39919.752	629.590	0.840
85	37014.866	586.653	0.840
86	37843.080	585.239	0.840
87	39982.670	666.597	0.840
88	40451.437	625.358	0.840
89	36458.086	575.539	0.840
90	39056.119	621.922	0.840
91	37254.207	569.958	0.840
92	38060.077	550.046	0.840
93	37278.119	675.590	0.840
94	38375.677	680.585	0.840
95	38867.203	715.920	0.840
96	40874.344	657.486	0.840
97	39924.393	585.884	0.840
98	41377.102	715.898	0.840
99	38750.364	615.942	0.840
1	47270.328	858.641	0.850
2	44280.514	884.988	0.850
3	44721.685	768.181	0.850
4	41408.367	903.666	0.850
5	41951.727	776.916	0.850
6	44503.113	1011.100	0.850
7	42990.860	775.521	0.850
8	45453.866	1028.310	0.850
9	42621.862	772.853	0.850
10	39331.896	705.190	0.850
11	41799.080	695.747	0.850
12	41205.985	808.723	0.850
13	41587.143	728.933	0.850
14	43642.592	746.232	0.850
15	41028.217	668.353	0.850
16	43701.942	699.708	0.850
17	37030.894	634.503	0.850
18	40320.861	686.569	0.850
19	34551.174	551.737	0.850
20	36962.420	550.788	0.850
21	34327.211	559.508	0.850
22	36834.869	582.118	0.850
23	38618.928	758.539	0.850
24	40584.404	720.704	0.850
25	44550.655	912.996	0.850
26	41298.622	686.677	0.850
27	43762.707	811.834	0.850
28	45013.918	752.964	0.850
29	42066.790	724.775	0.850
30	44937.562	678.527	0.850
31	38780.080	733.498	0.850
32	40034.742	625.229	0.850
33	35355.625	543.340	0.850
34	37637.871	564.691	0.850
35	36789.144	708.351	0.850
36	38056.567	662.385	0.850
37	42530.028	778.279	0.850
38	40926.744	717.372	0.850
39	45192.540	911.273	0.850
40	41641.460	704.359	0.850
41	46189.658	829.636	0.850
42	47049.150	848.339	0.850
43	40994.551	734.833	0.850
44	48757.355	882.718	0.850
45	49211.796	926.570	0.850
46	41652.616	738.431	0.850
47	37236.863	721.582	0.850
48	36391.002	572.253	0.850
49	38159.924	813.225	0.850
50	37371.129	758.215	0.850
51	37960.742	771.314	0.850
52	41120.464	921.694	0.850
53	41368.988	763.448	0.850
54	44294.064	911.285	0.850
55	40137.064	618.424	0.850
56	38242.011	573.184	0.850
57	40359.287	592.829	0.850
58	41133.303	634.612	0.850
59	39993.818	790.282	0.850
60	38474.789	681.808	0.850
61	33321.754	510.945	0.850
62	36008.268	529.217	0.850
63	38294.380	669.646	0.850
64	37111.728	527.479	0.850
65	36159.098	538.801	0.850
66	38660.650	563.704	0.850
67	41177.484	713.555	0.850
68	41322.365	752.068	0.850
69	38544.244	751.513	0.850
70	41834.210	819.476	0.850
71	44848.373	911.628	0.850
72	37522.674	639.031	0.850
73	39509.502	788.746	0.850
74	38304.982	656.397	0.850
75	35235.734	581.083	0.850
76	37544.280	581.537	0.850
77	34894.163	547.656	0.850
78	38184.129	598.074	0.850
79	37203.618	582.366	0.850
80	39711.490	685.041	0.850
81	39232.836	660.555	0.850
82	41862.109	750.325	0.850
83	38565.295	705.566	0.850
84	40394.987	590.241	0.850
85	37455.519	549.987	0.850
86	38293.593	548.661	0.850
87	40458.654	624.934	0.850
88	40933.002	586.273	0.850
89	36892.111	539.568	0.850
90	39521.073	583.052	0.850
91	37697.709	534.335	0.850
92	38513.174	515.668	0.850
93	37721.906	633.365	0.850
94	38832.531	638.048	0.850
95	39329.907	671.175	0.850
96	41360.944	616.393	0.850
97	40399.684	549.267	0.850
98	41869.686	671.155	0.850
99	39211.678	577.446	0.850
1	47826.449	801.398	0.860
2	44801.461	825.989	0.860
3	45247.823	716.969	0.860
4	41895.524	843.421	0.860
5	42445.277	725.122	0.860
6	45026.679	943.694	0.860
7	43496.635	723.819	0.860
8	45988.617	959.756	0.860
9	43123.296	721.330	0.860
10	39794.624	658.177	0.860
11	42290.834	649.364	0.860
12	41690.762	754.808	0.860
13	42076.404	680.337	0.860
14	44156.034	696.483	0.860
15	41510.902	623.797	0.860
16	44216.083	653.061	0.860
17	37466.552	592.202	0.860
18	40795.224	640.798	0.860
19	34957.659	514.955	0.860
20	37397.272	514.068	0.860
21	34731.060	522.207	0.860
22	37268.220	543.310	0.860
23	39073.268	707.970	0.860
24	41061.867	672.657	0.860
25	45074.780	852.130	0.860
26	41784.488	640.898	0.860
27	44277.562	757.712	0.860
28	45543.494	702.766	0.860
29	42561.694	676.457	0.860
30	45466.240	633.292	0.860
31	39236.316	684.598	0.860
32	40505.739	583.547	0.860
33	35771.573	507.117	0.860
34	38080.670	527.045	0.860
35	37221.958	661.127	0.860
36	38504.291	618.226	0.860
37	43030.381	726.394	0.860
38	41408.235	669.547	0.860
39	45724.217	850.522	0.860
40	42131.360	657.402	0.860
41	46733.066	774.327	0.860
42	47602.669	791.783	0.860
43	41476.839	685.844	0.860
44	49330.971	823.870	0.860
45	49790.759	864.799	0.860
46	42142.646	689.202	0.860
47	37674.944	673.477	0.860
48	36819.131	534.103	0.860
49	38608.864	759.010	0.860
50	37810.790	707.667	0.860
51	38407.339	719.894	0.860
52	41604.234	860.248	0.860
53	41855.682	712.552	0.860
54	44815.171	850.533	0.860
55	40609.264	577.196	0.860
56	38691.917	534.971	0.860
57	40834.102	553.308	0.860
58	41617.224	592.305	0.860
59	40464.334	737.596	0.860
60	38927.434	636.354	0.860
61	33713.775	476.882	0.860
62	36431.895	493.936	0.860
63	38744.902	625.003	0.860
64	37548.337	492.314	0.860
65	36584.500	502.881	0.860
66	39115.481	526.124	0.860
67	41661.925	665.985	0.860
68	41808.511	701.930	0.860
69	38997.705	701.412	0.860
70	42326.377	764.844	0.860
71	45376.001	850.852	0.860
72	37964.117	596.429	0.860
73	39974.320	736.163	0.860
74	38755.629	612.637	0.860
75	35650.272	542.344	0.860
76	37985.977	542.768	0.860
77	35304.682	511.145	0.860
78	38633.354	558.202	0.860
79	37641.308	543.542	0.860
80	40178.684	639.371	0.860
81	39694.399	616.518	0.860
82	42354.604	700.303	0.860
83	39019.004	658.528	0.860
84	40870.223	550.891	0.860
85	37896.173	513.322	0.860
86	38744.106	512.084	0.860
87	40934.638	583.272	0.860
88	41414.566	547.188	0.860
89	37326.136	503.597	0.860
90	39986.027	544.182	0.860
91	38141.212	498.713	0.860
92	38966.270	481.290	0.860
93	38165.694	591.141	0.860
94	39289.384	595.512	0.860
95	39792.612	626.430	0.860
96	41847.543	575.300	0.860
97	40874.974	512.649	0.860
98	42362.271	626.411	0.860
99	39672.992	538.949	0.860
1	48382.571	744.156	0.870
2	45322.408	766.990	0.870
3	45773.960	665.757	0.870
4	42382.682	783.177	0.870
5	42938.827	673.327	0.870
6	45550.245	876.287	0.870
7	44002.409	672.118	0.870
8	46523.369	891.202	0.870
9	43624.729	669.806	0.870
10	40257.352	611.164	0.870
11	42782.587	602.981	0.870
12	42175.538	700.893	0.870
13	42565.664	631.742	0.870
14	44669.476	646.734	0.870
15	41993.587	579.240	0.870
16	44730.223	606.414	0.870
17	37902.210	549.902	0.870
18	41269.587	595.026	0.870
19	35364.143	478.172	0.870
20	37832.124	477.349	0.870
21	35134.910	484.907	0.870
22	37701.572	504.503	0.870
23	39527.609	657.401	0.870
24	41539.331	624.610	0.870
25	45598.906	791.263	0.870
26	42270.354	595.120	0.870
27	44792.418	703.590	0.870
28	46073.069	652.568	0.870
29	43056.597	628.139	0.870
30	45994.917	588.057	0.870
31	39692.552	635.698	0.870
32	40976.736	541.865	0.870
33	36187.522	470.895	0.870
34	38523.468	489.399	0.870
35	37654.771	613.904	0.870
36	38952.016	574.067	0.870
37	43530.734	674.509	0.870
38	41889.726	621.722	0.870
39	46255.894	789.770	0.870
40	42621.259	610.444	0.870
41	47276.474	719.018	0.870
42	48156.188	735.227	0.870
43	41959.128	636.856	0.870
44	49904.587	765.022	0.870
45	50369.721	803.028	0.870
46	42632.677	639.973	0.870
47	38113.024	625.371	0.870
48	37247.261	495.953	0.870
49	39057.804	704.795	0.870
50	38250.450	657.120	0.870
51	38853.936	668.473	0.870
52	42088.005	798.802	0.870
53	42342.376	661.655	0.870
54	45336.277	789.780	0.870
55	41081.465	535.967	0.870
56	39141.823	496.759	0.870
57	41308.917	513.786	0.870
58	42101.145	549.997	0.870
59	40934.849	684.911	0.870
60	39380.078	590.900	0.870
61	34105.795	442.819	0.870
62	36855.521	458.655	0.870
63	39195.424	580.360	0.870
64	37984.945	457.149	0.870
65	37009.901	466.961	0.870
66	39570.312	488.544	0.870
67	42146.366	618.415	0.870
68	42294.656	651.792	0.870
69	39451.167	651.311	0.870
70	42818.545	710.212	0.870
71	45903.628	790.077	0.870
72	38405.560	553.827	0.870
73	40439.138	683.580	0.870
74	39206.276	568.877	0.870
75	36064.810	503.606	0.870
76	38427.675	503.999	0.870
77	35715.202	474.635	0.870
78	39082.579	518.331	0.870
79	38078.998	504.717	0.870
80	40645.878	593.702	0.870
81	40155.962	572.481	0.870
82	42847.100	650.281	0.870
83	39472.714	611.491	0.870
84	41345.458	511.542	0.870
85	38336.826	476.656	0.870
86	39194.619	475.506	0.870
87	41410.622	541.610	0.870
88	41896.131	508.103	0.870
89	37760.160	467.626	0.870
90	40450.980	505.312	0.870
91	38584.714	463.091	0.870
92	39419.366	446.912	0.870
93	38609.481	548.916	0.870
94	39746.237	552.975	0.870
95	40255.317	581.685	0.870
96	42334.142	534.207	0.870
97	41350.264	476.031	0.870
98	42854.856	581.667	0.870
99	40134.305	500.453	0.870
1	48938.692	686.913	0.880
2	45843.356	707.991	0.880
3	46300.098	614.545	0.880
4	42869.839	722.932	0.880
5	43432.376	621.533	0.880
6	46073.811	808.880	0.880
7	44508.184	620.417	0.880
8	47058.120	822.648	0.880
9	44126.163	618.282	0.880
10	40720.080	564.152	0.880
11	43274.341	556.598	0.880
12	42660.314	646.978	0.880
13	43054.925	583.146	0.880
14	45182.918	596.985	0.880
15	42476.272	534.683	0.880
16	45244.364	559.766	0.880
17	38337.867	507.602	0.880
18	41743.950	549.255	0.880
19	35770.627	441.390	0.880
20	38266.976	440.630	0.880
21	35538.760	447.606	0.880
22	38134.923	465.695	0.880
23	39981.949	606.831	0.880
24	42016.794	576.563	0.880
25	46123.031	730.397	0.880
26	42756.220	549.341	0.880
27	45307.273	649.467	0.880
28	46602.645	602.371	0.880
29	43551.500	579.820	0.880
30	46523.594	542.821	0.880
31	40148.788	586.798	0.880
32	41447.733	500.183	0.880
33	36603.470	434.672	0.880
34	38966.267	451.753	0.880
35	38087.585	566.680	0.880
36	39399.740	529.908	0.880
37	44031.088	622.623	0.880
38	42371.217	573.897	0.880
39	46787.571	729.019	0.880
40	43111.159	563.487	0.880
41	47819.882	663.709	0.880
42	48709.708	678.671	0.880
43	42441.417	587.867	0.880
44	50478.203	706.174	0.880
45	50948.683	741.256	0.880
46	43122.708	590.744	0.880
47	38551.105	577.266	0.880
48	37675.390	457.803	0.880
49	39506.744	650.580	0.880
50	38690.110	606.572	0.880
51	39300.533	617.052	0.880
52	42571.775	737.355	0.880
53	42829.070	610.758	0.880
54	45857.384	729.028	0.880
55	41553.666	494.739	0.880
56	39591.729	458.547	0.880
57	41783.732	474.264	0.880
58	42585.066	507.690	0.880
59	41405.365	632.225	0.880
60	39832.723	545.447	0.880
61	34497.816	408.756	0.880
62	37279.148	423.374	0.880
63	39645.947	535.717	0.880
64	38421.554	421.983	0.880
65	37435.302	431.041	0.880
66	40025.144	450.963	0.880
67	42630.807	570.844	0.880
68	42780.802	601.654	0.880
69	39904.629	601.210	0.880
70	43310.712	655.581	0.880
71	46431.256	729.302	0.880
72	38847.003	511.225	0.880
73	40903.955	630.997	0.880
74	39656.922	525.117	0.880
75	36479.348	464.867	0.880
76	38869.372	465.230	0.880
77	36125.721	438.125	0.880
78	39531.804	478.459	0.880
79	38516.687	465.893	0.880
80	41113.072	548.032	0.880
81	40617.524	528.444	0.880
82	43339.595	600.260	0.880
83	39926.423	564.453	0.880
84	41820.693	472.193	0.880
85	38777.479	439.990	0.880
86	39645.131	438.929	0.880
87	41886.607	499.948	0.880
88	42377.696	469.019	0.880
89	38194.185	431.654	0.880
90	40915.934	466.442	0.880
91	39028.217	427.468	0.880
92	39872.462	412.534	0.880
93	39053.268	506.692	0.880
94	40203.091	510.439	0.880
95	40718.022	536.940	0.880
96	42820.742	493.114	0.880
97	41825.555	439.413	0.880
98	43347.440	536.924	0.880
99	40595.619	461.956	0.880
1	49494.814	629.670	0.890
2	46364.303	648.992	0.890
3	46826.235	563.333	0.890
4	43356.996	662.688	0.890
5	43925.926	569.738	0.890
6	46597.377	741.474	0.890
7	45013.959	568.715	0.890
8	47592.871	754.094	0.890
9	44627.597	566.759	0.890
10	41182.808	517.139	0.890
11	43766.095	510.214	0.890
12	43145.090	593.063	0.890
13	43544.185	534.551	0.890
14	45696.361	547.236	0.890
15	42958.956	490.126	0.890
16	45758.504	513.119	0.890
17	38773.525	465.302	0.890
18	42218.313	503.484	0.890
19	36177.112	404.607	0.890
20	38701.828	403.911	0.890
21	35942.609	410.306	0.890
22	38568.275	426.887	0.890
23	40436.289	556.262	0.890
24	42494.258	528.516	0.890
25	46647.156	669.530	0.890
26	43242.087	503.563	0.890
27	45822.129	595.345	0.890
28	47132.220	552.173	0.890
29	44046.404	531.502	0.890
30	47052.271	497.586	0.890
31	40605.025	537.898	0.890
32	41918.730	458.501	0.890
33	37019.419	398.449	0.890
34	39409.065	414.107	0.890
35	38520.398	519.457	0.890
36	39847.464	485.749	0.890
37	44531.441	570.738	0.890
38	42852.708	526.073	0.890
39	47319.248	668.267	0.890
40	43601.058	516.530	0.890
41	48363.289	608.400	0.890
42	49263.227	622.115	0.890
43	42923.706	538.878	0.890
44	51051.819	647.326	0.890
45	51527.646	679.485	0.890
46	43612.739	541.516	0.890
47	38989.186	529.160	0.890
48	38103.520	419.652	0.890
49	39955.685	596.365	0.890
50	39129.771	556.024	0.890
51	39747.130	565.631	0.890
52	43055.545	675.909	0.890
53	43315.764	559.862	0.890
54	46378.491	668.276	0.890
55	42025.867	453.511	0.890
56	40041.635	420.335	0.890
57	42258.547	434.742	0.890
58	43068.988	465.382	0.890
59	41875.880	579.540	0.890
60	40285.367	499.993	0.890
61	34889.836	374.693	0.890
62	37702.775	388.093	0.890
63	40096.469	491.074	0.890
64	38858.162	386.818	0.890
65	37860.703	395.121	0.890
66	40479.975	413.383	0.890
67	43115.248	523.274	0.890
68	43266.947	551.516	0.890
69	40358.090	551.109	0.890
70	43802.879	600.949	0.890
71	46958.884	668.527	0.890
72	39288.446	468.623	0.890
73	41368.773	578.414	0.890
74	40107.569	481.357	0.890
75	36893.886	426.128	0.890
76	39311.070	426.461	0.890
77	36536.241	401.614	0.890
78	39981.029	438.587	0.890
79	38954.377	427.068	0.890
80	41580.266	502.363	0.890
81	41079.087	484.407	0.890
82	43832.090	550.238	0.890
83	40380.132	517.415	0.890
84	42295.928	432.843	0.890
85	39218.132	403.324	0.890
86	40095.644	402.352	0.890
87	42362.591	458.285	0.890
88	42859.261	429.934	0.890
89	38628.210	395.683	0.890
90	41380.888	427.571	0.890
91	39471.719	391.846	0.890
92	40325.558	378.156	0.890
93	39497.055	464.468	0.890
94	40659.944	467.902	0.890
95	41180.727	492.195	0.890
96	43307.341	452.021	0.890
97	42300.845	402.796	0.890
98	43840.025	492.180	0.890
99	41056.933	423.460	0.890
1	50050.935	572.427	0.900
2	46885.250	589.992	0.900
3	47352.373	512.121	0.900
4	43844.154	602.444	0.900
5	44419.476	517.944	0.900
6	47120.943	674.067	0.900
7	45519.734	517.014	0.900
8	48127.623	685.540	0.900
9	45129.030	515.235	0.900
10	41645.536	470.126	0.900
11	44257.849	463.831	0.900
12	43629.867	539.148	0.900
13	44033.446	485.955	0.900
14	46209.803	497.488	0.900
15	43441.641	445.569	0.900
16	46272.645	466.472	0.900
17	39209.182	423.002	0.900
18	42692.676	457.713	0.900
19	36583.596	367.825	0.900
20	39136.680	367.192	0.900
21	36346.459	373.005	0.900
22	39001.626	388.079	0.900
23	40890.630	505.693	0.900
24	42971.722	480.469	0.900
25	47171.282	608.664	0.900
26	43727.953	457.784	0.900
27	46336.984	541.223	0.900
28	47661.796	501.976	0.900
29	44541.307	483.184	0.900
30	47580.948	452.351	0.900
31	41061.261	488.999	0.900
32	42389.727	416.819	0.900
33	37435.368	362.227	0.900
34	39851.863	376.461	0.900
35	38953.212	472.234	0.900
36	40295.189	441.590	0.900
37	45031.794	518.853	0.900
38	43334.199	478.248	0.900
39	47850.925	607.516	0.900
40	44090.958	469.573	0.900
41	48906.697	553.091	0.900
42	49816.747	565.559	0.900
43	43405.995	489.889	0.900
44	51625.435	588.479	0.900
45	52106.608	617.714	0.900
46	44102.770	492.287	0.900
47	39427.267	481.055	0.900
48	38531.649	381.502	0.900
49	40404.625	542.150	0.900
50	39569.431	505.477	0.900
51	40193.727	514.210	0.900
52	43539.315	614.463	0.900
53	43802.458	508.965	0.900
54	46899.597	607.523	0.900
55	42498.067	412.283	0.900
56	40491.541	382.122	0.900
57	42733.362	395.220	0.900
