Iteration	expexted_value	risk	lambda
57	12397.997	3254.018	0.280
58	13282.966	3338.427	0.280
59	14631.129	3622.326	0.280
60	13935.494	3522.806	0.280
61	15221.871	4291.288	0.280
62	14604.030	3685.843	0.280
63	16086.457	4137.659	0.280
64	14397.168	2978.014	0.280
65	13647.180	2849.817	0.280
66	14730.933	3098.418	0.280
67	14687.012	3647.654	0.280
68	13147.365	2843.445	0.280
69	13873.783	3510.542	0.280
70	13343.827	2962.965	0.280
71	11381.563	2648.338	0.280
72	12266.533	2681.583	0.280
73	13033.550	3403.979	0.280
74	12725.585	2933.099	0.280
75	13421.482	3829.165	0.280
76	14193.565	4132.778	0.280
77	15542.062	4205.683	0.280
78	15566.367	4185.378	0.280
79	13580.469	3695.878	0.280
80	13604.252	3296.048	0.280
81	12854.263	3358.467	0.280
82	13938.017	3617.327	0.280
83	13743.172	3210.455	0.280
84	14253.931	3107.320	0.280
85	12450.404	3330.883	0.280
86	12922.832	2756.747	0.280
87	12421.490	3204.745	0.280
88	12872.626	2789.484	0.280
89	12534.065	3188.263	0.280
90	12669.483	3226.345	0.280
91	14024.245	3517.375	0.280
92	13268.102	3475.321	0.280
93	15291.662	3879.554	0.280
94	12962.510	3170.015	0.280
95	15134.941	3635.280	0.280
96	13579.099	2907.680	0.280
97	14428.207	3987.671	0.280
98	14685.396	3360.454	0.280
99	13552.652	3147.602	0.280
1	16127.524	4064.235	0.290
2	15107.469	4188.945	0.290
3	15257.987	3636.058	0.290
4	14127.561	4277.350	0.290
5	14312.942	3677.402	0.290
6	15183.415	4785.875	0.290
7	14667.470	3670.798	0.290
8	15507.790	4867.333	0.290
9	14541.576	3658.171	0.290
10	13419.117	3337.897	0.290
11	14260.862	3293.203	0.290
12	14058.513	3827.954	0.290
13	14660.054	3351.830	0.290
14	15475.373	3396.082	0.290
15	12861.067	3328.519	0.290
16	13763.290	3479.268	0.290
17	12351.606	3253.150	0.290
18	13425.920	3250.733	0.290
19	11908.655	2492.453	0.290
20	13031.114	2748.700	0.290
21	12586.331	3237.337	0.290
22	13765.506	2995.859	0.290
23	12735.993	3587.040	0.290
24	14147.941	3199.360	0.290
25	13493.958	3436.444	0.290
26	14164.611	3451.676	0.290
27	15002.100	3884.896	0.290
28	13640.560	3295.552	0.290
29	14932.881	3615.361	0.290
30	14316.234	3474.839	0.290
31	15231.030	4609.341	0.290
32	14620.640	3646.642	0.290
33	14056.795	3360.716	0.290
34	14766.964	3748.093	0.290
35	13772.253	3554.170	0.290
36	14894.712	3799.373	0.290
37	15975.386	4571.327	0.290
38	13759.763	3286.204	0.290
39	15418.631	4313.361	0.290
40	13970.161	2843.153	0.290
41	14673.963	3413.993	0.290
42	13967.756	2839.554	0.290
43	14673.089	3431.535	0.290
44	14643.418	3030.996	0.290
45	13900.197	3367.248	0.290
46	13333.456	2876.035	0.290
47	12679.472	3156.419	0.290
48	13658.912	2959.416	0.290
49	13230.851	3471.890	0.290
50	14084.923	3726.394	0.290
51	12553.112	3574.101	0.290
52	13294.554	3308.438	0.290
53	15656.109	4060.307	0.290
54	13642.965	3295.313	0.290
55	15199.635	4321.514	0.290
56	13846.444	3411.333	0.290
57	12840.783	3208.824	0.290
58	13757.358	3292.060	0.290
59	15153.669	3572.016	0.290
60	14433.190	3473.878	0.290
61	15765.509	4231.687	0.290
62	15125.603	3634.650	0.290
63	16660.974	4080.192	0.290
64	14911.353	2936.653	0.290
65	14134.579	2810.236	0.290
66	15257.038	3055.384	0.290
67	15211.548	3596.992	0.290
68	13616.914	2803.953	0.290
69	14369.275	3461.785	0.290
70	13820.393	2921.812	0.290
71	11788.048	2611.556	0.290
72	12704.623	2644.339	0.290
73	13499.034	3356.702	0.290
74	13180.071	2892.362	0.290
75	13900.821	3775.982	0.290
76	14700.478	4075.378	0.290
77	16097.135	4147.270	0.290
78	16122.308	4127.248	0.290
79	14065.486	3644.546	0.290
80	14090.118	3250.270	0.290
81	13313.344	3311.822	0.290
82	14435.803	3567.087	0.290
83	14234.000	3165.866	0.290
84	14763.000	3064.163	0.290
85	12895.062	3284.621	0.290
86	13384.361	2718.459	0.290
87	12865.115	3160.235	0.290
88	13332.362	2750.741	0.290
89	12981.710	3143.982	0.290
90	13121.965	3181.534	0.290
91	14525.111	3468.522	0.290
92	13741.963	3427.052	0.290
93	15837.793	3825.671	0.290
94	13425.457	3125.987	0.290
95	15675.474	3584.790	0.290
96	14064.067	2867.295	0.290
97	14943.500	3932.287	0.290
98	15209.875	3313.781	0.290
99	14036.675	3103.885	0.290
1	16683.645	4006.992	0.300
2	15628.417	4129.946	0.300
3	15784.124	3584.845	0.300
4	14614.718	4217.106	0.300
5	14806.492	3625.608	0.300
6	15706.981	4718.469	0.300
7	15173.245	3619.097	0.300
8	16042.541	4798.779	0.300
9	15043.010	3606.648	0.300
10	13881.845	3290.885	0.300
11	14752.616	3246.819	0.300
12	14543.289	3774.039	0.300
13	15165.573	3304.621	0.300
14	16009.007	3348.250	0.300
15	13304.552	3281.639	0.300
16	14237.886	3430.264	0.300
17	12777.523	3207.331	0.300
18	13888.883	3204.948	0.300
19	12319.298	2457.348	0.300
20	13480.463	2709.986	0.300
21	13020.342	3191.740	0.300
22	14240.179	2953.664	0.300
23	13175.166	3536.519	0.300
24	14635.801	3154.298	0.300
25	13959.267	3388.044	0.300
26	14653.046	3403.061	0.300
27	15519.413	3830.179	0.300
28	14110.924	3249.136	0.300
29	15447.808	3564.440	0.300
30	14809.897	3425.897	0.300
31	15756.238	4544.421	0.300
32	15124.800	3595.281	0.300
33	14541.512	3313.382	0.300
34	15276.170	3695.303	0.300
35	14247.158	3504.111	0.300
36	15408.323	3745.861	0.300
37	16526.262	4506.942	0.300
38	14234.238	3239.919	0.300
39	15950.308	4252.610	0.300
40	14451.891	2803.108	0.300
41	15179.961	3365.909	0.300
42	14449.403	2799.560	0.300
43	15179.057	3383.203	0.300
44	15148.363	2988.306	0.300
45	14379.514	3319.822	0.300
46	13793.230	2835.527	0.300
47	13116.695	3111.962	0.300
48	14129.909	2917.734	0.300
49	13687.087	3422.990	0.300
50	14570.610	3673.909	0.300
51	12985.978	3523.762	0.300
52	13752.987	3261.840	0.300
53	16195.975	4003.119	0.300
54	14113.412	3248.900	0.300
55	15723.761	4260.648	0.300
56	14323.907	3363.286	0.300
57	13283.568	3163.629	0.300
58	14231.750	3245.693	0.300
59	15676.209	3521.706	0.300
60	14930.886	3424.950	0.300
61	16309.148	4172.085	0.300
62	15647.175	3583.458	0.300
63	17235.490	4022.724	0.300
64	15425.537	2895.292	0.300
65	14621.978	2770.655	0.300
66	15783.143	3012.351	0.300
67	15736.084	3546.330	0.300
68	14086.463	2764.460	0.300
69	14864.768	3413.027	0.300
70	14296.958	2880.660	0.300
71	12194.532	2574.773	0.300
72	13142.713	2607.095	0.300
73	13964.518	3309.424	0.300
74	13634.556	2851.624	0.300
75	14380.159	3722.799	0.300
76	15207.391	4017.978	0.300
77	16652.209	4088.858	0.300
78	16678.250	4069.117	0.300
79	14550.503	3593.214	0.300
80	14575.984	3204.491	0.300
81	13772.425	3265.177	0.300
82	14933.590	3516.846	0.300
83	14724.827	3121.276	0.300
84	15272.069	3021.006	0.300
85	13339.719	3238.358	0.300
86	13845.891	2680.170	0.300
87	13308.740	3115.724	0.300
88	13792.099	2711.999	0.300
89	13429.356	3099.700	0.300
90	13574.446	3136.724	0.300
91	15025.977	3419.670	0.300
92	14215.824	3378.784	0.300
93	16383.924	3771.788	0.300
94	13888.404	3081.959	0.300
95	16216.008	3534.300	0.300
96	14549.035	2826.911	0.300
97	15458.793	3876.903	0.300
98	15734.353	3267.108	0.300
99	14520.698	3060.169	0.300
1	17239.767	3949.750	0.310
2	16149.364	4070.947	0.310
3	16310.262	3533.633	0.310
4	15101.875	4156.862	0.310
5	15300.042	3573.814	0.310
6	16230.547	4651.062	0.310
7	15679.019	3567.396	0.310
8	16577.292	4730.225	0.310
9	15544.444	3555.124	0.310
10	14344.574	3243.872	0.310
11	15244.370	3200.436	0.310
12	15028.065	3720.124	0.310
13	15671.092	3257.412	0.310
14	16542.640	3300.418	0.310
15	13748.037	3234.758	0.310
16	14712.483	3381.261	0.310
17	13203.440	3161.512	0.310
18	14351.846	3159.163	0.310
19	12729.942	2422.243	0.310
20	13929.812	2671.272	0.310
21	13454.354	3146.144	0.310
22	14714.852	2911.469	0.310
23	13614.338	3485.997	0.310
24	14029.464	3072.902	0.310
25	15859.597	4079.624	0.310
26	14851.933	3172.636	0.310
27	17241.437	3662.368	0.310
28	14690.691	3081.253	0.310
29	16962.785	3438.831	0.310
30	14086.130	2546.828	0.310
31	14858.831	3272.396	0.310
32	14927.798	2812.952	0.310
33	14803.688	3315.955	0.310
34	15275.700	2928.685	0.310
35	15974.086	3821.519	0.310
36	16388.993	3121.223	0.310
37	14216.487	2820.763	0.310
38	15334.676	2953.234	0.310
39	13217.375	2882.892	0.310
40	14131.933	3054.721	0.310
41	14963.417	3842.037	0.310
42	13433.893	2677.744	0.310
43	14041.119	3596.808	0.310
44	14801.371	3315.239	0.310
45	13726.354	3118.434	0.310
46	14931.050	2759.566	0.310
47	15685.026	3334.872	0.310
48	15718.044	3397.074	0.310
49	17883.392	3783.543	0.310
50	16266.881	3564.655	0.310
51	14925.184	3305.374	0.310
52	14682.667	2826.192	0.310
53	14590.505	3338.910	0.310
54	14648.159	2672.626	0.310
55	14478.166	2669.401	0.310
56	15500.600	2802.333	0.310
57	13383.299	2672.866	0.310
58	13665.047	2440.244	0.310
59	12685.259	2356.604	0.310
60	13597.590	2447.497	0.310
61	13543.841	3209.810	0.310
62	13335.893	2386.169	0.310
63	12376.232	2392.703	0.310
64	13576.102	2646.114	0.310
65	14031.525	3468.212	0.310
66	13916.212	2681.635	0.310
67	14362.001	3339.032	0.310
68	13612.122	2684.438	0.310
69	13999.494	3277.045	0.310
70	15197.309	3490.423	0.310
71	14675.294	3522.535	0.310
72	13132.427	2434.400	0.310
73	12152.640	2350.346	0.310
74	13067.197	2569.615	0.310
75	13567.509	3253.636	0.310
76	14060.739	3194.291	0.310
77	13789.344	3382.874	0.310
78	14985.020	3603.596	0.310
79	15009.821	3369.928	0.310
80	15435.612	2966.656	0.310
81	16000.890	3326.165	0.310
82	15723.161	3023.166	0.310
83	14596.348	3201.636	0.310
84	13464.113	2521.561	0.310
85	15005.077	2759.758	0.310
86	14887.483	2825.173	0.310
87	12770.182	2710.884	0.310
88	13560.167	2689.080	0.310
89	13422.063	3707.347	0.310
90	12986.700	2547.947	0.310
91	13512.806	3284.055	0.310
92	14712.676	3589.673	0.310
93	13220.297	2436.404	0.310
94	14561.845	3373.566	0.310
95	14261.124	3424.071	0.310
96	13612.989	2572.306	0.310
97	13999.689	2856.219	0.310
98	14865.471	2835.416	0.310
99	15343.061	3448.787	0.310
1	17795.888	3892.507	0.320
2	16670.311	4011.948	0.320
3	16836.399	3482.421	0.320
4	15589.032	4096.617	0.320
5	15793.591	3522.019	0.320
6	16754.113	4583.655	0.320
7	16184.794	3515.694	0.320
8	17112.044	4661.671	0.320
9	16045.877	3503.601	0.320
10	14807.302	3196.859	0.320
11	15736.124	3154.053	0.320
12	15512.842	3666.209	0.320
13	16176.611	3210.203	0.320
14	17076.274	3252.585	0.320
15	14191.522	3187.877	0.320
16	15187.079	3332.257	0.320
17	13629.358	3115.693	0.320
18	14814.809	3113.378	0.320
19	13140.585	2387.138	0.320
20	14379.160	2632.558	0.320
21	13888.365	3100.548	0.320
22	15189.524	2869.274	0.320
23	14053.510	3435.475	0.320
24	14482.027	3028.367	0.320
25	16371.197	4020.499	0.320
26	15331.028	3126.655	0.320
27	17797.612	3609.290	0.320
28	15164.584	3036.597	0.320
29	17509.972	3388.993	0.320
30	14540.521	2509.918	0.320
31	15338.149	3224.970	0.320
32	15409.340	2772.185	0.320
33	15281.226	3267.898	0.320
34	15768.464	2886.241	0.320
35	16489.379	3766.134	0.320
36	16917.671	3075.988	0.320
37	14675.083	2779.882	0.320
38	15829.343	2910.433	0.320
39	13643.742	2841.111	0.320
40	14587.802	3010.450	0.320
41	15446.108	3786.355	0.320
42	13867.245	2638.936	0.320
43	14494.059	3544.680	0.320
44	15278.834	3267.192	0.320
45	14169.140	3073.240	0.320
46	15412.696	2719.573	0.320
47	16190.994	3286.541	0.320
48	16225.078	3347.841	0.320
49	18460.275	3728.709	0.320
50	16791.620	3512.993	0.320
51	15406.642	3257.470	0.320
52	15156.302	2785.232	0.320
53	15061.167	3290.520	0.320
54	15120.680	2633.892	0.320
55	14945.203	2630.714	0.320
56	16000.619	2761.720	0.320
57	13815.018	2634.129	0.320
58	14105.855	2404.878	0.320
59	13094.461	2322.450	0.320
60	14036.222	2412.026	0.320
61	13980.739	3163.291	0.320
62	13766.083	2351.587	0.320
63	12775.465	2358.026	0.320
64	14014.040	2607.765	0.320
65	14484.155	3417.948	0.320
66	14365.122	2642.771	0.320
67	14825.291	3290.640	0.320
68	14051.223	2645.533	0.320
69	14451.091	3229.552	0.320
70	15687.545	3439.837	0.320
71	15148.691	3471.484	0.320
72	13556.054	2399.119	0.320
73	12544.660	2316.283	0.320
74	13488.720	2532.374	0.320
75	14005.171	3206.482	0.320
76	14514.311	3147.997	0.320
77	14234.162	3333.847	0.320
78	15468.408	3551.370	0.320
79	15494.009	3321.088	0.320
80	15933.535	2923.661	0.320
81	16517.048	3277.960	0.320
82	16230.360	2979.352	0.320
83	15067.198	3155.236	0.320
84	13898.439	2485.016	0.320
85	15489.112	2719.762	0.320
86	15367.724	2784.228	0.320
87	13182.123	2671.596	0.320
88	13997.592	2650.108	0.320
89	13855.033	3653.617	0.320
90	13405.626	2511.021	0.320
91	13948.703	3236.460	0.320
92	15187.279	3537.649	0.320
93	13646.758	2401.094	0.320
94	15031.582	3324.673	0.320
95	14721.161	3374.447	0.320
96	14052.118	2535.027	0.320
97	14451.291	2814.824	0.320
98	15345.003	2794.323	0.320
99	15837.998	3398.804	0.320
1	18352.010	3835.264	0.330
2	17191.258	3952.948	0.330
3	17362.537	3431.209	0.330
4	16076.190	4036.373	0.330
5	16287.141	3470.225	0.330
6	17277.679	4516.249	0.330
7	16690.569	3463.993	0.330
8	17646.795	4593.117	0.330
9	16547.311	3452.077	0.330
10	15270.030	3149.847	0.330
11	16227.878	3107.670	0.330
12	15997.618	3612.295	0.330
13	16682.130	3162.994	0.330
14	17609.907	3204.753	0.330
15	14635.007	3140.997	0.330
16	15661.675	3283.253	0.330
17	14055.275	3069.874	0.330
18	15277.771	3067.593	0.330
19	13551.228	2352.033	0.330
20	14828.509	2593.844	0.330
21	14322.377	3054.951	0.330
22	15664.197	2827.079	0.330
23	14492.682	3384.954	0.330
24	14934.590	2983.832	0.330
25	16882.797	3961.374	0.330
26	15810.122	3080.675	0.330
27	18353.787	3556.213	0.330
28	15638.477	2991.941	0.330
29	18057.158	3339.155	0.330
30	14994.912	2473.007	0.330
31	15817.466	3177.544	0.330
32	15890.882	2731.418	0.330
33	15758.764	3219.841	0.330
34	16261.229	2843.796	0.330
35	17004.672	3710.750	0.330
36	16748.624	3563.915	0.330
37	14999.405	3210.853	0.330
38	16215.139	3355.332	0.330
39	14543.771	3366.422	0.330
40	14567.626	2854.339	0.330
41	15338.983	3523.067	0.330
42	15386.748	3584.205	0.330
43	15484.389	3616.511	0.330
44	16013.767	3254.396	0.330
45	15470.518	3484.213	0.330
46	16186.467	3199.194	0.330
47	14644.975	2829.031	0.330
48	15687.422	2519.556	0.330
49	15193.146	2494.864	0.330
50	14762.370	2460.851	0.330
51	13471.256	2352.311	0.330
52	14408.083	2356.073	0.330
53	13385.614	2369.155	0.330
54	14359.176	2503.365	0.330
55	14403.531	3475.459	0.330
56	15429.317	3383.824	0.330
57	13174.698	2323.349	0.330
58	14451.979	2569.415	0.330
59	15171.508	3392.137	0.330
60	15195.054	2945.884	0.330
61	14003.777	2647.559	0.330
62	14900.036	2584.488	0.330
63	15973.895	3281.932	0.330
64	15629.936	2744.273	0.330
65	16177.945	3300.814	0.330
66	14444.817	2484.216	0.330
67	14975.242	3217.566	0.330
68	15009.429	2517.878	0.330
69	14972.409	3151.529	0.330
70	15315.519	2614.830	0.330
71	13503.663	2288.296	0.330
72	14780.944	2476.802	0.330
73	14246.738	2595.392	0.330
74	14616.582	2632.744	0.330
75	13679.755	2595.506	0.330
76	14653.317	2757.058	0.330
77	15531.828	3242.130	0.330
78	16251.452	3266.152	0.330
79	15222.583	3116.193	0.330
80	15654.925	3106.592	0.330
81	17243.830	3370.776	0.330
82	15894.343	2679.579	0.330
83	16696.963	3238.209	0.330
84	16546.652	3232.177	0.330
85	15003.020	2925.739	0.330
86	14986.568	2567.379	0.330
87	15635.771	3272.151	0.330
88	15544.246	2675.749	0.330
89	16087.382	3440.049	0.330
90	15847.965	2743.283	0.330
91	15412.241	2592.027	0.330
92	15933.656	2811.716	0.330
93	15622.088	3420.433	0.330
94	13979.680	2363.838	0.330
95	12936.681	2282.220	0.330
96	13910.242	2495.133	0.330
97	14417.637	3116.772	0.330
98	14196.273	2317.005	0.330
99	13870.904	2307.946	0.330
1	18908.131	3778.021	0.340
2	17712.206	3893.949	0.340
3	17888.674	3379.997	0.340
4	16563.347	3976.128	0.340
5	16780.691	3418.430	0.340
6	17801.245	4448.842	0.340
7	17196.344	3412.292	0.340
8	18181.546	4524.563	0.340
9	17048.745	3400.554	0.340
10	15732.758	3102.834	0.340
11	16719.632	3061.287	0.340
12	16482.394	3558.380	0.340
13	17187.649	3115.786	0.340
14	18143.541	3156.921	0.340
15	15078.492	3094.116	0.340
16	16136.271	3234.249	0.340
17	14481.193	3024.055	0.340
18	15740.734	3021.808	0.340
19	13961.871	2316.928	0.340
20	15277.858	2555.129	0.340
21	14756.388	3009.355	0.340
22	16138.869	2784.883	0.340
23	14931.854	3334.432	0.340
24	15387.154	2939.298	0.340
25	17394.397	3902.249	0.340
26	16289.217	3034.695	0.340
27	18909.963	3503.135	0.340
28	16112.371	2947.285	0.340
29	18604.345	3289.317	0.340
30	15449.304	2436.097	0.340
31	16296.783	3130.118	0.340
32	16372.424	2690.650	0.340
33	16236.303	3171.783	0.340
34	16753.993	2801.351	0.340
35	17519.965	3655.366	0.340
36	17256.159	3510.722	0.340
37	15453.933	3162.930	0.340
38	16706.506	3305.253	0.340
39	14984.491	3316.177	0.340
40	15009.069	2811.737	0.340
41	15803.801	3470.484	0.340
42	15853.013	3530.710	0.340
43	15953.613	3562.533	0.340
44	16499.032	3205.823	0.340
45	15939.321	3432.209	0.340
46	16676.966	3151.445	0.340
47	15088.763	2786.807	0.340
48	16162.798	2481.951	0.340
49	15653.544	2457.627	0.340
50	15209.715	2424.122	0.340
51	13879.476	2317.202	0.340
52	14844.691	2320.908	0.340
53	13791.239	2333.794	0.340
54	14794.302	2466.001	0.340
55	14840.002	3423.587	0.340
56	15896.873	3333.320	0.340
57	13573.931	2288.672	0.340
58	14889.918	2531.066	0.340
59	15631.251	3341.508	0.340
60	15655.510	2901.916	0.340
61	14428.134	2608.043	0.340
62	15351.553	2545.914	0.340
63	16457.953	3232.948	0.340
64	16103.571	2703.314	0.340
65	16668.185	3251.548	0.340
66	14882.539	2447.139	0.340
67	15429.037	3169.543	0.340
68	15464.260	2480.298	0.340
69	15426.118	3104.491	0.340
70	15779.626	2575.802	0.340
71	13912.865	2254.143	0.340
72	15228.852	2439.835	0.340
73	14678.457	2556.655	0.340
74	15059.509	2593.449	0.340
75	14094.294	2556.767	0.340
76	15097.357	2715.908	0.340
77	16002.490	3193.740	0.340
78	16743.921	3217.404	0.340
79	15683.874	3069.682	0.340
80	16129.316	3060.225	0.340
81	17766.370	3320.466	0.340
82	16375.990	2639.585	0.340
83	17202.932	3189.878	0.340
84	17048.065	3183.935	0.340
85	15457.657	2882.072	0.340
86	15440.706	2529.060	0.340
87	16109.582	3223.313	0.340
88	16246.749	2714.863	0.340
89	15277.254	3103.831	0.340
90	16328.207	2702.339	0.340
91	15879.278	2553.340	0.340
92	16416.494	2769.750	0.340
93	16095.484	3369.382	0.340
94	14960.728	2553.185	0.340
95	14763.667	3233.422	0.340
96	14331.765	2457.892	0.340
97	14854.535	3070.253	0.340
98	14626.464	2282.423	0.340
99	14291.234	2273.499	0.340
1	19464.253	3720.779	0.350
2	18233.153	3834.950	0.350
3	18414.812	3328.785	0.350
4	17050.504	3915.884	0.350
5	17274.241	3366.636	0.350
6	18324.811	4381.435	0.350
7	17702.119	3360.590	0.350
8	18716.298	4456.009	0.350
9	17550.178	3349.030	0.350
10	16195.486	3055.821	0.350
11	17211.386	3014.904	0.350
12	16967.170	3504.465	0.350
13	17693.169	3068.577	0.350
14	18677.174	3109.089	0.350
15	15521.977	3047.236	0.350
16	16610.867	3185.245	0.350
17	14907.110	2978.236	0.350
18	16203.697	2976.023	0.350
19	14372.515	2281.823	0.350
20	15727.207	2516.415	0.350
21	15190.399	2963.759	0.350
22	16613.542	2742.688	0.350
23	15371.027	3283.910	0.350
24	15839.717	2894.763	0.350
25	17905.996	3843.124	0.350
26	16768.311	2988.715	0.350
27	19466.138	3450.057	0.350
28	16586.264	2902.629	0.350
29	19151.531	3239.479	0.350
30	15903.695	2399.186	0.350
31	16776.100	3082.692	0.350
32	16853.966	2649.883	0.350
33	16713.841	3123.726	0.350
34	17246.758	2758.906	0.350
35	18035.259	3599.981	0.350
36	17763.693	3457.529	0.350
37	15908.460	3115.006	0.350
38	17197.874	3255.173	0.350
39	15425.212	3265.932	0.350
40	15450.513	2769.135	0.350
41	16268.619	3417.901	0.350
42	16319.278	3477.214	0.350
43	16422.837	3508.555	0.350
44	16984.298	3157.250	0.350
45	16408.125	3380.206	0.350
46	17167.465	3103.696	0.350
47	15532.550	2744.582	0.350
48	16638.175	2444.345	0.350
49	16113.943	2420.391	0.350
50	15657.059	2387.392	0.350
51	14287.696	2282.093	0.350
52	15281.300	2285.743	0.350
53	14196.864	2298.434	0.350
54	15229.429	2428.637	0.350
55	15276.472	3371.714	0.350
56	16364.428	3282.815	0.350
57	13973.165	2253.995	0.350
58	15327.857	2492.716	0.350
59	16090.994	3290.879	0.350
60	16115.966	2857.947	0.350
61	14852.491	2568.528	0.350
62	15803.069	2507.340	0.350
63	16942.010	3183.964	0.350
64	16577.205	2662.354	0.350
65	17158.426	3202.282	0.350
66	15320.261	2410.061	0.350
67	15882.833	3121.520	0.350
68	15919.091	2442.718	0.350
69	15879.827	3057.454	0.350
70	16243.733	2536.775	0.350
71	14322.067	2219.989	0.350
72	15676.759	2402.868	0.350
73	15110.176	2517.918	0.350
74	15502.436	2554.154	0.350
75	14508.832	2518.028	0.350
76	15541.397	2674.757	0.350
77	16473.151	3145.350	0.350
78	17236.389	3168.655	0.350
79	16145.164	3023.172	0.350
80	16603.708	3013.858	0.350
81	18288.911	3270.156	0.350
82	16857.637	2599.592	0.350
83	17708.900	3141.546	0.350
84	17549.479	3135.694	0.350
85	15912.294	2838.404	0.350
86	15894.845	2490.740	0.350
87	16583.393	3174.475	0.350
88	16724.595	2673.729	0.350
89	15726.585	3056.803	0.350
90	16808.448	2661.394	0.350
91	16346.316	2514.653	0.350
92	16899.332	2727.784	0.350
93	16568.881	3318.330	0.350
94	15400.750	2514.500	0.350
95	15197.892	3184.431	0.350
96	14753.287	2420.651	0.350
97	15291.433	3023.734	0.350
98	15056.654	2247.841	0.350
99	14711.565	2239.052	0.350
1	20020.374	3663.536	0.360
2	18754.100	3775.951	0.360
3	18940.949	3277.573	0.360
4	17537.661	3855.640	0.360
5	17767.790	3314.842	0.360
6	18848.377	4314.028	0.360
7	18207.894	3308.889	0.360
8	19251.049	4387.455	0.360
9	18051.612	3297.507	0.360
10	16658.215	3008.809	0.360
11	17703.140	2968.521	0.360
12	17451.947	3450.550	0.360
13	18198.688	3021.368	0.360
14	19210.808	3061.257	0.360
15	15965.462	3000.355	0.360
16	17085.464	3136.242	0.360
17	15333.028	2932.417	0.360
18	16666.660	2930.238	0.360
19	14783.158	2246.718	0.360
20	16176.555	2477.701	0.360
21	15624.411	2918.163	0.360
22	17088.215	2700.493	0.360
23	15810.199	3233.388	0.360
24	16292.280	2850.228	0.360
25	18417.596	3783.999	0.360
26	17247.406	2942.734	0.360
27	20022.313	3396.979	0.360
28	17060.157	2857.973	0.360
29	19698.718	3189.641	0.360
30	16358.086	2362.276	0.360
31	17255.417	3035.266	0.360
32	17335.507	2609.115	0.360
33	17191.379	3075.669	0.360
34	17739.522	2716.462	0.360
35	18550.552	3544.597	0.360
36	18271.227	3404.337	0.360
37	16362.988	3067.083	0.360
38	17689.242	3205.094	0.360
39	15865.932	3215.687	0.360
40	15891.956	2726.533	0.360
41	16733.436	3365.318	0.360
42	16785.543	3423.719	0.360
43	16892.061	3454.577	0.360
44	17469.564	3108.677	0.360
45	16876.928	3328.203	0.360
46	17657.964	3055.947	0.360
47	15976.337	2702.358	0.360
48	17113.551	2406.740	0.360
49	16574.341	2383.154	0.360
50	16104.404	2350.663	0.360
51	14695.915	2246.984	0.360
52	15717.908	2250.577	0.360
53	14602.489	2263.073	0.360
54	15664.555	2391.274	0.360
55	15712.943	3319.842	0.360
56	16831.983	3232.310	0.360
57	14372.398	2219.319	0.360
58	15765.796	2454.367	0.360
59	16550.736	3240.250	0.360
60	16576.422	2813.979	0.360
61	15276.848	2529.012	0.360
62	16254.585	2468.765	0.360
63	17426.068	3134.980	0.360
64	17050.840	2621.395	0.360
65	17648.667	3153.016	0.360
66	15757.982	2372.983	0.360
67	16336.628	3073.496	0.360
68	16373.922	2405.138	0.360
69	16333.537	3010.416	0.360
70	16707.839	2497.748	0.360
71	14731.269	2185.835	0.360
72	16124.667	2365.901	0.360
73	15541.896	2479.180	0.360
74	15945.363	2514.860	0.360
75	14923.370	2479.289	0.360
76	15985.437	2633.607	0.360
77	16943.813	3096.960	0.360
78	17728.857	3119.907	0.360
79	16606.455	2976.662	0.360
80	17078.100	2967.491	0.360
81	18811.451	3219.846	0.360
82	17339.283	2559.598	0.360
83	18214.869	3093.215	0.360
84	18050.893	3087.453	0.360
85	16366.931	2794.736	0.360
86	16348.983	2452.421	0.360
87	17057.204	3125.636	0.360
88	17202.441	2632.594	0.360
89	16175.916	3009.775	0.360
90	17288.689	2620.450	0.360
91	16813.354	2475.966	0.360
92	17382.170	2685.818	0.360
93	17042.277	3267.279	0.360
94	15840.771	2475.816	0.360
95	15632.118	3135.440	0.360
96	15174.810	2383.411	0.360
97	15728.331	2977.215	0.360
98	15486.844	2213.259	0.360
99	15131.895	2204.605	0.360
1	20576.496	3606.293	0.370
2	19275.047	3716.952	0.370
3	19467.087	3226.361	0.370
4	18024.819	3795.395	0.370
5	18261.340	3263.047	0.370
6	19371.943	4246.622	0.370
7	18713.668	3257.187	0.370
8	19785.800	4318.901	0.370
9	18553.046	3245.983	0.370
10	17120.943	2961.796	0.370
11	18194.893	2922.137	0.370
12	17936.723	3396.635	0.370
13	18704.207	2974.159	0.370
14	19744.441	3013.425	0.370
15	16408.947	2953.475	0.370
16	17560.060	3087.238	0.370
17	15758.945	2886.598	0.370
18	17129.622	2884.453	0.370
19	15193.801	2211.613	0.370
20	16625.904	2438.987	0.370
21	16058.422	2872.566	0.370
22	17562.887	2658.298	0.370
23	16249.371	3182.867	0.370
24	16744.844	2805.693	0.370
25	18929.196	3724.874	0.370
26	17726.501	2896.754	0.370
27	20578.489	3343.901	0.370
28	17534.050	2813.318	0.370
29	20245.905	3139.802	0.370
30	16812.478	2325.365	0.370
31	17734.734	2987.839	0.370
32	17817.049	2568.348	0.370
33	17668.918	3027.611	0.370
34	18232.287	2674.017	0.370
35	19065.845	3489.213	0.370
36	18778.761	3351.144	0.370
37	16817.515	3019.160	0.370
38	18180.610	3155.014	0.370
