Iteration	expected_value	risk	lambda
7	1057.698	3452.411	0.040
8	959.570	2701.526	0.040
9	1082.130	3413.676	0.040
10	1001.626	3296.843	0.040
11	862.043	2059.945	0.040
12	861.141	2030.241	0.040
13	823.877	2100.953	0.040
14	842.940	2155.602	0.040
15	1056.179	2766.373	0.040
16	907.734	2401.658	0.040
17	903.797	2398.732	0.040
18	912.180	2750.812	0.040
19	846.511	2139.211	0.040
20	920.559	2537.439	0.040
21	920.559	2537.439	0.040
22	920.007	2494.339	0.040
23	1007.552	2782.634	0.040
24	1007.552	2782.634	0.040
25	1111.607	3165.434	0.040
26	861.240	1989.119	0.040
27	1047.492	3242.679	0.040
28	1072.251	3156.025	0.040
29	1072.251	3156.025	0.040
30	1072.251	3156.025	0.040
31	863.648	2121.990	0.040
32	863.648	2121.990	0.040
33	903.904	2584.687	0.040
34	935.865	2273.831	0.040
35	935.865	2273.831	0.040
36	885.873	2249.159	0.040
37	885.873	2249.159	0.040
38	885.873	2249.159	0.040
39	885.873	2249.159	0.040
40	885.873	2249.159	0.040
41	928.980	3076.738	0.040
42	928.980	3076.738	0.040
43	928.980	3076.738	0.040
44	928.980	3076.738	0.040
45	928.980	3076.738	0.040
46	928.980	3076.738	0.040
47	928.980	3076.738	0.040
48	928.980	3076.738	0.040
49	928.980	3076.738	0.040
1	1233.330	2167.231	0.060
2	1198.932	2095.199	0.060
3	1267.483	2425.086	0.060
4	1343.322	3232.989	0.060
5	1187.247	1902.688	0.060
6	1174.748	2107.183	0.060
7	1586.547	3380.486	0.060
8	1439.356	2645.244	0.060
9	1623.195	3342.558	0.060
10	1502.438	3228.159	0.060
11	1293.065	2017.029	0.060
12	1291.712	1987.944	0.060
13	1235.815	2057.183	0.060
14	1264.410	2110.694	0.060
15	1584.268	2708.740	0.060
16	1361.601	2351.624	0.060
17	1355.696	2348.759	0.060
18	1368.270	2693.503	0.060
19	1269.767	2094.644	0.060
20	1380.839	2484.576	0.060
21	1380.839	2484.576	0.060
22	1380.010	2442.374	0.060
23	1511.328	2724.663	0.060
24	1511.328	2724.663	0.060
25	1667.411	3099.488	0.060
26	1291.860	1947.679	0.060
27	1571.239	3175.123	0.060
28	1364.053	3484.269	0.060
29	1243.724	2072.203	0.060
30	1617.146	2848.666	0.060
31	1328.810	2202.301	0.060
32	1403.798	2226.460	0.060
33	1344.506	2164.202	0.060
34	1332.231	2212.739	0.060
35	1417.893	2669.036	0.060
36	1446.849	2426.134	0.060
37	1673.780	3496.358	0.060
38	1562.632	3044.092	0.060
39	1447.987	2554.892	0.060
40	1446.672	2395.448	0.060
41	1341.634	2171.793	0.060
42	1406.797	2212.700	0.060
43	1307.802	1923.313	0.060
44	1332.210	1970.744	0.060
45	1325.082	1990.767	0.060
46	1440.633	2502.851	0.060
47	1438.028	2023.818	0.060
48	1420.175	2229.518	0.060
49	1420.175	2229.518	0.060
1	1568.972	2191.349	0.080
2	1598.576	2050.620	0.080
3	1689.977	2373.489	0.080
4	2163.303	3003.027	0.080
5	1582.995	1862.206	0.080
6	1566.330	2062.349	0.080
7	2115.396	3308.561	0.080
8	1919.141	2588.963	0.080
9	2164.261	3271.440	0.080
10	2003.251	3159.475	0.080
11	1724.087	1974.114	0.080
12	1722.283	1945.648	0.080
13	1647.754	2013.413	0.080
14	1685.880	2065.785	0.080
15	2112.357	2651.107	0.080
16	1815.468	2301.589	0.080
17	1807.594	2298.785	0.080
18	1824.360	2636.195	0.080
19	1693.023	2050.077	0.080
20	1841.118	2431.712	0.080
21	1841.118	2431.712	0.080
22	1840.014	2390.409	0.080
23	1658.299	2028.114	0.080
24	2058.985	2650.468	0.080
25	2156.195	2788.056	0.080
26	2015.103	2666.691	0.080
27	2015.103	2666.691	0.080
28	1722.480	1906.239	0.080
29	1727.297	2033.574	0.080
30	1727.297	2033.574	0.080
31	1727.297	2033.574	0.080
32	1960.018	2381.468	0.080
33	1960.018	2381.468	0.080
34	1960.018	2381.468	0.080
35	2106.040	3333.580	0.080
36	2106.040	3333.580	0.080
37	1817.312	2398.847	0.080
38	1828.860	2360.063	0.080
39	1876.433	2231.341	0.080
40	1934.799	2662.966	0.080
41	1954.026	2481.121	0.080
42	2052.237	3326.806	0.080
43	2110.265	2882.205	0.080
44	2110.265	2882.205	0.080
45	2110.265	2882.205	0.080
46	1957.466	2699.545	0.080
47	2042.669	2795.569	0.080
48	1815.140	2416.198	0.080
49	1890.524	2612.248	0.080
1	1961.215	2143.711	0.100
2	1998.220	2006.041	0.100
3	2112.472	2321.891	0.100
4	2704.129	2937.744	0.100
5	1978.744	1821.723	0.100
6	1957.913	2017.515	0.100
7	2644.245	3236.636	0.100
8	2398.926	2532.681	0.100
9	2705.326	3200.322	0.100
10	2504.064	3090.791	0.100
11	2155.108	1931.198	0.100
12	2152.854	1903.351	0.100
13	2059.692	1969.643	0.100
14	2107.350	2020.877	0.100
15	2640.446	2593.474	0.100
16	2269.335	2251.555	0.100
17	2259.493	2248.812	0.100
18	2280.450	2578.886	0.100
19	2116.278	2005.510	0.100
20	2301.398	2378.849	0.100
21	2301.398	2378.849	0.100
22	2300.017	2338.443	0.100
23	2072.874	1984.025	0.100
24	2573.731	2592.849	0.100
25	2695.243	2727.446	0.100
26	2268.925	2363.672	0.100
27	2363.155	2555.460	0.100
28	2582.795	2860.961	0.100
29	2271.158	2618.395	0.100
30	2465.693	2431.089	0.100
31	2401.447	2452.626	0.100
32	2789.633	3347.577	0.100
33	2329.816	2034.070	0.100
34	2413.311	2446.174	0.100
35	2413.311	2446.174	0.100
36	2311.137	2184.423	0.100
37	2268.877	2421.309	0.100
38	2271.640	2346.698	0.100
39	2418.499	2605.076	0.100
40	2345.541	2182.834	0.100
41	2345.541	2182.834	0.100
42	2345.541	2182.834	0.100
43	2266.173	2383.995	0.100
44	2225.665	2011.625	0.100
45	2225.665	2011.625	0.100
46	2225.665	2011.625	0.100
47	2587.484	2408.887	0.100
48	2587.484	2408.887	0.100
49	2587.484	2408.887	0.100
1	2353.459	2096.073	0.120
2	2397.864	1961.463	0.120
3	2534.966	2270.294	0.120
4	3244.954	2872.460	0.120
5	2374.493	1781.240	0.120
6	2349.495	1972.682	0.120
7	3173.094	3164.710	0.120
8	2878.711	2476.399	0.120
9	3246.391	3129.203	0.120
10	3004.877	3022.106	0.120
11	2586.130	1888.283	0.120
12	2565.095	2289.942	0.120
13	2565.095	2289.942	0.120
14	2890.905	2543.209	0.120
15	2583.424	1861.054	0.120
16	2723.201	2201.520	0.120
17	2730.764	2024.479	0.120
18	3187.605	3153.066	0.120
19	2736.540	2521.578	0.120
20	2761.677	2325.986	0.120
21	2761.677	2325.986	0.120
22	2608.698	1997.657	0.120
23	2608.698	1997.657	0.120
24	2710.305	2635.203	0.120
25	2710.305	2635.203	0.120
26	2989.642	2913.382	0.120
27	3078.356	3182.162	0.120
28	2797.776	2608.823	0.120
29	2616.727	2129.600	0.120
30	2616.727	2129.600	0.120
31	2795.356	2003.126	0.120
32	2795.779	1988.868	0.120
33	2795.779	1988.868	0.120
34	2771.654	1889.730	0.120
35	2773.364	2135.880	0.120
36	2713.373	2006.398	0.120
37	3347.560	3273.186	0.120
38	3080.385	2641.288	0.120
39	3216.753	2893.023	0.120
40	3216.753	2893.023	0.120
41	2902.198	2547.185	0.120
42	2565.389	1852.044	0.120
43	2902.178	2247.202	0.120
44	2865.119	2245.822	0.120
45	2865.119	2245.822	0.120
46	2865.119	2245.822	0.120
47	3063.370	2510.221	0.120
48	3063.370	2510.221	0.120
49	3063.370	2510.221	0.120
1	2745.702	2048.435	0.140
2	2797.508	1916.884	0.140
3	2957.461	2218.696	0.140
4	3785.780	2807.177	0.140
5	2770.242	1740.757	0.140
6	2741.078	1927.848	0.140
7	3701.943	3092.785	0.140
8	3358.497	2420.117	0.140
9	3787.456	3058.085	0.140
10	3505.690	2953.422	0.140
11	3017.152	1845.367	0.140
12	2992.611	2237.898	0.140
13	2992.611	2237.898	0.140
14	3372.722	2485.409	0.140
15	3124.679	2094.141	0.140
16	3124.679	2094.141	0.140
17	3154.272	2340.638	0.140
18	3013.995	1818.758	0.140
19	3177.068	2151.486	0.140
20	3185.892	1978.468	0.140
21	3718.872	3081.405	0.140
22	3192.631	2464.269	0.140
23	3221.957	2273.122	0.140
24	3221.957	2273.122	0.140
25	3043.481	1952.255	0.140
26	3043.481	1952.255	0.140
27	3162.023	2575.312	0.140
28	3162.023	2575.312	0.140
29	3487.916	2847.169	0.140
30	3591.416	3109.840	0.140
31	3264.072	2549.532	0.140
32	3052.848	2081.200	0.140
33	3052.848	2081.200	0.140
34	2974.100	2094.601	0.140
35	2974.100	2094.601	0.140
36	2974.100	2094.601	0.140
37	3261.249	1957.600	0.140
38	3261.742	1943.666	0.140
39	3261.742	1943.666	0.140
40	3233.596	1846.782	0.140
41	3235.592	2087.338	0.140
42	3905.486	3198.796	0.140
43	3165.602	1960.798	0.140
44	3165.602	1960.798	0.140
45	3165.602	1960.798	0.140
46	3385.552	2265.822	0.140
47	3752.878	2827.273	0.140
48	3752.878	2827.273	0.140
49	3385.898	2489.295	0.140
1	3137.945	2000.797	0.160
2	3197.153	1872.305	0.160
3	3379.955	2167.099	0.160
4	4326.606	2741.894	0.160
5	3165.991	1700.275	0.160
6	3132.661	1883.014	0.160
7	4230.792	3020.860	0.160
8	3838.282	2363.835	0.160
9	4328.521	2986.967	0.160
10	4006.502	2884.738	0.160
11	3448.173	1802.452	0.160
12	3420.127	2185.854	0.160
13	3420.127	2185.854	0.160
14	3854.540	2427.609	0.160
15	3571.062	2045.440	0.160
16	3571.062	2045.440	0.160
17	3604.883	2286.205	0.160
18	3444.566	1776.461	0.160
19	3630.935	2101.451	0.160
20	3641.019	1932.457	0.160
21	4250.140	3009.745	0.160
22	3648.721	2406.960	0.160
23	4030.207	2434.805	0.160
24	4410.402	3232.394	0.160
25	4104.475	3037.518	0.160
26	3488.969	2032.800	0.160
27	3488.969	2032.800	0.160
28	3398.971	2045.890	0.160
29	3398.971	2045.890	0.160
30	3398.971	2045.890	0.160
31	3727.142	1912.075	0.160
32	3727.705	1898.465	0.160
33	3727.705	1898.465	0.160
34	3695.538	1803.834	0.160
35	4107.180	2521.230	0.160
36	4463.413	3124.405	0.160
37	3617.830	1915.198	0.160
38	3617.830	1915.198	0.160
39	3617.830	1915.198	0.160
40	3869.202	2213.129	0.160
41	3827.274	1958.553	0.160
42	3812.900	1945.562	0.160
43	3908.052	2265.371	0.160
44	3908.052	2265.371	0.160
45	3915.738	2241.722	0.160
46	3915.738	2241.722	0.160
47	3976.716	2764.469	0.160
48	3976.716	2764.469	0.160
49	3976.716	2764.469	0.160
1	3530.188	1953.159	0.180
2	3596.797	1827.727	0.180
3	3802.449	2115.501	0.180
4	4867.432	2676.611	0.180
5	3561.740	1659.792	0.180
6	3524.243	1838.181	0.180
7	4759.641	2948.935	0.180
8	4318.067	2307.554	0.180
9	4869.586	2915.849	0.180
10	4507.315	2816.054	0.180
11	3879.195	1759.536	0.180
12	3847.643	2133.810	0.180
13	3847.643	2133.810	0.180
14	4336.357	2369.808	0.180
15	4017.445	1996.739	0.180
16	3823.843	1997.178	0.180
17	3823.843	1997.178	0.180
18	4055.493	2231.771	0.180
19	3925.090	1984.400	0.180
20	3875.137	1734.164	0.180
21	4084.802	2051.416	0.180
22	4096.147	1886.446	0.180
23	4335.081	2383.640	0.180
24	4120.791	2118.448	0.180
25	4120.791	2118.448	0.180
26	4035.302	1765.347	0.180
27	4118.458	1825.197	0.180
28	4298.815	1883.946	0.180
29	4024.901	1894.543	0.180
30	4220.392	1930.227	0.180
31	4432.146	1926.598	0.180
32	4588.030	2182.225	0.180
33	4588.030	2182.225	0.180
34	4275.062	1842.383	0.180
35	4054.442	1837.616	0.180
36	4054.442	1837.616	0.180
37	4240.862	1727.488	0.180
38	4553.510	1922.630	0.180
39	4397.241	1788.164	0.180
40	4397.241	1788.164	0.180
41	4397.241	1788.164	0.180
42	4397.241	1788.164	0.180
43	4438.247	2214.993	0.180
44	4438.247	2214.993	0.180
45	4438.247	2214.993	0.180
46	4342.052	2369.406	0.180
47	4617.534	2965.196	0.180
48	3859.761	2087.721	0.180
49	3859.761	2087.721	0.180
1	3922.431	1905.521	0.200
2	3996.441	1783.148	0.200
3	4224.944	2063.903	0.200
4	5408.257	2611.328	0.200
5	3957.489	1619.309	0.200
6	3915.826	1793.347	0.200
7	5288.490	2877.010	0.200
8	4797.852	2251.272	0.200
9	5410.651	2844.730	0.200
10	5008.128	2747.369	0.200
11	4310.217	1716.621	0.200
12	4275.159	2081.765	0.200
13	4275.159	2081.765	0.200
14	4818.175	2312.008	0.200
15	4463.828	1948.038	0.200
16	4248.714	1948.466	0.200
17	4248.714	1948.466	0.200
18	4506.103	2177.338	0.200
19	4361.211	1936.000	0.200
20	4305.707	1691.868	0.200
21	4538.669	2001.382	0.200
22	4551.274	1840.435	0.200
23	4816.757	2325.503	0.200
24	4578.657	2066.778	0.200
25	4578.657	2066.778	0.200
26	4483.668	1722.290	0.200
27	4576.065	1780.680	0.200
28	4776.461	1837.996	0.200
29	4472.112	1848.334	0.200
30	4689.325	1883.149	0.200
31	4924.607	1879.608	0.200
32	5097.811	2129.000	0.200
33	5097.811	2129.000	0.200
34	4750.069	1797.447	0.200
35	4504.936	1792.796	0.200
36	4504.936	1792.796	0.200
37	4712.069	1685.354	0.200
38	5059.455	1875.736	0.200
39	4885.823	1744.551	0.200
40	4885.823	1744.551	0.200
41	4885.823	1744.551	0.200
42	4885.823	1744.551	0.200
43	4931.385	2160.968	0.200
44	4931.385	2160.968	0.200
45	4931.385	2160.968	0.200
46	4824.502	2311.616	0.200
47	5130.594	2892.875	0.200
48	4288.623	2036.801	0.200
49	4288.623	2036.801	0.200
1	4314.674	1857.883	0.220
2	4396.085	1738.569	0.220
3	4647.438	2012.306	0.220
4	5949.083	2546.044	0.220
5	4353.238	1578.826	0.220
6	4307.408	1748.513	0.220
7	5817.339	2805.084	0.220
8	5277.638	2194.990	0.220
9	5951.717	2773.612	0.220
10	5508.941	2678.685	0.220
11	4741.238	1673.705	0.220
12	4702.675	2029.721	0.220
13	4702.675	2029.721	0.220
14	5299.992	2254.208	0.220
15	4910.210	1899.337	0.220
16	4673.586	1899.755	0.220
17	4673.586	1899.755	0.220
18	4956.714	2122.904	0.220
19	4797.332	1887.600	0.220
20	4736.278	1649.571	0.220
21	4992.536	1951.347	0.220
22	5006.401	1794.425	0.220
23	5298.433	2267.365	0.220
24	5036.523	2015.109	0.220
25	5036.523	2015.109	0.220
26	4932.035	1679.233	0.220
27	5033.671	1736.163	0.220
28	5254.107	1792.047	0.220
29	4919.323	1802.126	0.220
30	5158.257	1836.070	0.220
31	5417.067	1832.617	0.220
32	5607.592	2075.775	0.220
33	5607.592	2075.775	0.220
34	5225.075	1752.510	0.220
35	4955.430	1747.976	0.220
36	4955.430	1747.976	0.220
37	5183.276	1643.220	0.220
38	5565.401	1828.843	0.220
39	5374.405	1700.937	0.220
40	5374.405	1700.937	0.220
41	5374.405	1700.937	0.220
42	5374.405	1700.937	0.220
43	5424.524	2106.944	0.220
44	5424.524	2106.944	0.220
45	5424.524	2106.944	0.220
46	5306.952	2253.825	0.220
47	5643.653	2820.553	0.220
48	4717.485	1985.881	0.220
49	4717.485	1985.881	0.220
1	4706.917	1810.245	0.240
2	4795.729	1693.990	0.240
3	5069.932	1960.708	0.240
4	6489.909	2480.761	0.240
5	4748.986	1538.344	0.240
6	4698.991	1703.680	0.240
7	6346.188	2733.159	0.240
8	5757.423	2138.708	0.240
9	6492.782	2702.494	0.240
10	6009.753	2610.001	0.240
11	5172.260	1630.790	0.240
12	5130.191	1977.677	0.240
13	5130.191	1977.677	0.240
14	5781.809	2196.408	0.240
15	5356.593	1850.636	0.240
16	5098.457	1851.043	0.240
17	5098.457	1851.043	0.240
18	5407.324	2068.471	0.240
19	5233.453	1839.200	0.240
20	5166.849	1607.274	0.240
21	5446.403	1901.313	0.240
22	5461.529	1748.414	0.240
23	5780.109	2209.228	0.240
24	5494.389	1963.439	0.240
25	5494.389	1963.439	0.240
26	5494.389	1963.439	0.240
27	5494.389	1963.439	0.240
28	5532.791	2053.666	0.240
29	5380.402	1636.175	0.240
30	5491.278	1691.646	0.240
31	5731.754	1746.097	0.240
32	5719.351	1760.270	0.240
33	6081.405	2174.680	0.240
34	5486.426	1672.944	0.240
35	5753.116	2228.395	0.240
36	5549.390	2113.403	0.240
37	4982.650	1611.104	0.240
38	6045.310	2202.919	0.240
39	5473.081	2177.726	0.240
40	5852.190	2250.110	0.240
41	5523.354	2008.806	0.240
42	5523.354	2008.806	0.240
43	5420.610	2275.857	0.240
44	5274.768	1694.969	0.240
45	5979.285	2516.103	0.240
46	6156.712	2748.231	0.240
47	5508.418	2228.601	0.240
48	5789.402	2196.035	0.240
49	5965.074	2501.186	0.240
1	5099.160	1762.607	0.260
2	5195.373	1649.412	0.260
3	5492.427	1909.111	0.260
4	7030.734	2415.478	0.260
5	5144.735	1497.861	0.260
6	5090.573	1658.846	0.260
7	6875.037	2661.234	0.260
8	6237.208	2082.426	0.260
9	7033.847	2631.376	0.260
10	6510.566	2541.317	0.260
11	5603.282	1587.874	0.260
12	5557.706	1925.633	0.260
13	5557.706	1925.633	0.260
14	6263.627	2138.607	0.260
15	5802.976	1801.935	0.260
16	5523.328	1802.331	0.260
17	5523.328	1802.331	0.260
18	5857.934	2014.037	0.260
19	5669.574	1790.800	0.260
20	5597.420	1564.977	0.260
21	5900.270	1851.278	0.260
22	5916.656	1702.403	0.260
23	6261.784	2151.090	0.260
24	5952.254	1911.770	0.260
25	5952.254	1911.770	0.260
26	5952.254	1911.770	0.260
27	5952.254	1911.770	0.260
28	5993.856	1999.622	0.260
29	5828.769	1593.118	0.260
30	5948.884	1647.129	0.260
31	6209.400	1700.147	0.260
32	6195.963	1713.947	0.260
33	6588.189	2117.451	0.260
34	5943.628	1628.919	0.260
35	6232.542	2169.753	0.260
36	6011.839	2057.787	0.260
37	5397.870	1568.706	0.260
38	6549.086	2144.947	0.260
39	5929.171	2120.418	0.260
40	6339.872	2190.897	0.260
41	5983.634	1955.943	0.260
42	5983.634	1955.943	0.260
43	5872.328	2215.966	0.260
44	5714.332	1650.364	0.260
45	6477.558	2449.889	0.260
46	6669.772	2675.909	0.260
47	5967.453	2169.954	0.260
48	6271.852	2138.245	0.260
49	6462.163	2435.365	0.260
1	5491.403	1714.969	0.280
2	5595.017	1604.833	0.280
3	5914.921	1857.513	0.280
4	7571.560	2350.195	0.280
5	5540.484	1457.378	0.280
6	5482.156	1614.012	0.280
7	7403.886	2589.309	0.280
8	6716.993	2026.145	0.280
9	7574.912	2560.257	0.280
10	7011.379	2472.633	0.280
11	6034.303	1544.959	0.280
12	5985.222	1873.589	0.280
13	5985.222	1873.589	0.280
14	6745.444	2080.807	0.280
15	6249.359	1753.234	0.280
16	5948.200	1753.620	0.280
17	5948.200	1753.620	0.280
18	6308.545	1959.604	0.280
19	6105.695	1742.400	0.280
20	6027.990	1522.681	0.280
21	6354.137	1801.244	0.280
22	6371.784	1656.392	0.280
23	6743.460	2092.953	0.280
24	6410.120	1860.100	0.280
25	6410.120	1860.100	0.280
26	6410.120	1860.100	0.280
27	6410.120	1860.100	0.280
28	6454.922	1945.578	0.280
29	6277.136	1550.061	0.280
30	6406.491	1602.612	0.280
31	6687.046	1654.197	0.280
32	6672.576	1667.624	0.280
33	6455.363	1764.814	0.280
34	6684.471	1864.004	0.280
35	6400.830	1584.894	0.280
36	6711.969	2111.111	0.280
37	6474.288	2002.171	0.280
38	5813.091	1526.309	0.280
39	7052.862	2086.976	0.280
40	6385.261	2063.109	0.280
41	6029.665	1580.385	0.280
42	6443.913	1903.079	0.280
43	6443.913	1903.079	0.280
44	6324.045	2156.075	0.280
45	6153.896	1605.760	0.280
46	6975.832	2383.676	0.280
47	7182.831	2603.587	0.280
48	6426.488	2111.306	0.280
49	6754.302	2080.454	0.280
1	5883.646	1667.331	0.300
2	6389.543	1881.077	0.300
3	7302.823	2082.165	0.300
4	9974.991	3137.211	0.300
5	7281.708	2133.558	0.300
6	7095.392	2041.551	0.300
7	6802.437	1888.074	0.300
8	6779.281	1884.667	0.300
9	5843.979	1667.891	0.300
10	5873.739	1569.179	0.300
11	7932.735	2517.383	0.300
12	6570.474	2053.013	0.300
13	6923.475	2252.560	0.300
14	6188.157	1613.342	0.300
15	5936.233	1416.896	0.300
16	6726.777	1695.656	0.300
17	6720.769	1715.011	0.300
18	7160.148	1852.956	0.300
19	6900.051	1818.789	0.300
20	6967.349	2243.455	0.300
21	7998.161	2120.266	0.300
22	6281.606	1553.165	0.300
23	8238.812	2993.499	0.300
24	8512.511	2905.582	0.300
25	8083.903	2560.249	0.300
26	7512.192	2403.948	0.300
27	7430.358	2342.750	0.300
28	6695.741	1704.533	0.300
29	6465.325	1502.043	0.300
30	7255.496	2026.170	0.300
31	6417.192	1930.015	0.300
32	6432.935	1782.201	0.300
33	6848.391	1729.081	0.300
34	7236.753	2022.664	0.300
35	7236.753	2022.664	0.300
36	7242.074	2094.170	0.300
37	7327.598	1887.809	0.300
38	7327.598	1887.809	0.300
39	6994.669	2311.327	0.300
40	7227.238	2055.274	0.300
41	7888.226	2313.477	0.300
42	7331.529	1970.651	0.300
43	7331.529	1970.651	0.300
44	7331.529	1970.651	0.300
45	6783.432	1595.998	0.300
46	6989.447	1582.054	0.300
47	8459.597	2830.285	0.300
48	6730.224	1780.814	0.300
49	7176.139	1632.128	0.300
1	6275.889	1619.693	0.320
2	6815.512	1827.332	0.320
3	7789.678	2022.675	0.320
4	10639.991	3047.577	0.320
5	7767.155	2072.599	0.320
6	7568.418	1983.221	0.320
7	7255.932	1834.129	0.320
8	7231.233	1830.820	0.320
9	6233.578	1620.237	0.320
10	6265.321	1524.345	0.320
11	8461.584	2445.458	0.320
12	7008.505	1994.355	0.320
13	7385.040	2188.201	0.320
14	6600.701	1567.247	0.320
15	6331.982	1376.413	0.320
16	7175.228	1647.209	0.320
17	7168.821	1666.010	0.320
18	7637.491	1800.015	0.320
19	7360.054	1766.824	0.320
20	7431.839	2179.356	0.320
21	8531.371	2059.687	0.320
22	6700.380	1508.789	0.320
23	8788.066	2907.971	0.320
24	9080.012	2822.565	0.320
25	8622.830	2487.099	0.320
26	8013.005	2335.264	0.320
27	7925.715	2275.814	0.320
28	7142.124	1655.832	0.320
29	6896.347	1459.128	0.320
30	7739.195	1968.279	0.320
31	6845.005	1874.872	0.320
32	6861.797	1731.281	0.320
33	7304.951	1679.678	0.320
34	7719.203	1964.873	0.320
35	7719.203	1964.873	0.320
36	7724.879	2034.337	0.320
37	7816.104	1833.872	0.320
38	7816.104	1833.872	0.320
39	7460.980	2245.289	0.320
40	7709.054	1996.551	0.320
41	8414.107	2247.378	0.320
42	7820.297	1914.347	0.320
43	7820.297	1914.347	0.320
44	7820.297	1914.347	0.320
45	7235.661	1550.398	0.320
46	7455.410	1536.853	0.320
47	9023.570	2749.419	0.320
48	7178.905	1729.933	0.320
49	7654.548	1585.496	0.320
1	6668.133	1572.055	0.340
2	7241.482	1773.587	0.340
3	8276.533	1963.185	0.340
4	11304.990	2957.942	0.340
5	8252.602	2011.640	0.340
6	8041.444	1924.891	0.340
7	7709.428	1780.184	0.340
8	7683.185	1776.972	0.340
9	6623.177	1572.583	0.340
10	6656.904	1479.511	0.340
11	8990.433	2373.533	0.340
12	7446.537	1935.698	0.340
13	7846.605	2123.842	0.340
14	7013.244	1521.151	0.340
15	6727.731	1335.930	0.340
16	7623.680	1598.762	0.340
17	7616.872	1617.010	0.340
18	8114.834	1747.073	0.340
19	7820.057	1714.858	0.340
20	7896.329	2115.257	0.340
21	9064.582	1999.108	0.340
22	7119.153	1464.413	0.340
23	9337.320	2822.442	0.340
24	9647.513	2739.548	0.340
25	9161.757	2413.949	0.340
26	8513.817	2266.580	0.340
27	8421.072	2208.878	0.340
28	7588.507	1607.131	0.340
29	7327.368	1416.212	0.340
30	8222.895	1910.389	0.340
31	7272.818	1819.729	0.340
32	7290.659	1680.361	0.340
33	7761.510	1630.276	0.340
34	8201.653	1907.083	0.340
35	8201.653	1907.083	0.340
36	8207.684	1974.503	0.340
37	8304.611	1779.935	0.340
38	8304.611	1779.935	0.340
39	7927.292	2179.251	0.340
40	8190.870	1937.829	0.340
41	8939.989	2181.279	0.340
42	8309.066	1858.043	0.340
43	8309.066	1858.043	0.340
44	8309.066	1858.043	0.340
45	7687.889	1504.798	0.340
46	7921.373	1491.651	0.340
47	9587.543	2668.554	0.340
48	7627.587	1679.053	0.340
