Iteration	expected_value	risk	lambda
5.000000	0.000000	2506.214000	0.000000
5.000000	0.000000	2506.214000	0.000000
2.000000	3857.027000	2399.517000	0.100000
2.000000	7714.054000	2132.904000	0.200000
2.000000	11571.081000	1866.291000	0.300000
2.000000	15428.108000	1599.678000	0.400000
2.000000	19285.135000	1333.065000	0.500000
2.000000	23142.162000	1066.452000	0.600000
2.000000	26999.189000	799.839000	0.700000
2.000000	30856.216000	533.226000	0.800000
2.000000	34713.243000	266.613000	0.900000
2.000000	38570.269000	0.000000	1.000000
3.000000	39597.530000	0.000000	1.000000
4.000000	39946.047000	0.000000	1.000000
5.000000	40256.409000	0.000000	1.000000
6.000000	42300.695000	0.000000	1.000000
7.000000	43758.291000	0.000000	1.000000
9.000000	41931.743000	0.000000	1.000000
1.000000	45111.276000	-328.956000	1.100000
